,Date,text
5492,2022-03-31 22:05:00+00:00,"Disney still offers pricey princess packages despite nixing gendered terms from theme parks
http"
5493,2022-03-31 21:57:52+00:00,"The New York Times says they will remove 'potentially insensitive words' from Wordle
http"
5494,2022-03-31 21:45:00+00:00,"Kamala Harris panned for offering 'word salad' at WH event with Jamaican prime minister: 'Is she punking us?'
http"
5495,2022-03-31 21:40:00+00:00,"Pentagon spox says Russian counterparts not taking calls from US officials
http"
5496,2022-03-31 21:35:12+00:00,".@BetoORourke blasted for wearing 'Don't mess with trans kids' shirt: 'High levels of cringe'
http"
5497,2022-03-31 21:35:00+00:00,"Alcohol intake at any level may increase risk of heart disease, study suggests
http"
5498,2022-03-31 21:34:38+00:00,".@GovRonDeSantis broaches repeal of Disney World's special self-governing status in Florida
http"
5499,2022-03-31 21:26:24+00:00,".@marklevinshow slams Collins, Romney for contemplating Jackson vote: No wonder 'American Marxists' love them
http"
5500,2022-03-31 21:25:39+00:00,"Hackers duped Apple, Meta into handing over user data: report
http"
5501,2022-03-31 21:25:04+00:00,"Fox News' @user on reporting in Ukraine: It's important to highlight the 'moments of humanity'
http"
5502,2022-03-31 21:20:00+00:00,"Academy insists Will Smith was asked to leave Oscars amid reports it was ‘suggested’: source
http"
5503,2022-03-31 21:16:35+00:00,"Search for missing Florida mom Cassie Carli expands out of state as last person to see her found in Alabama
http"
5504,2022-03-31 21:16:08+00:00,"Border Patrol agents bracing for new migrant wave if Title 42 lifts: 'We are expecting to get wrecked'
http"
5505,2022-03-31 21:14:48+00:00,"White House won’t name oil and gas companies it’s blaming for high prices
http"
5506,2022-03-31 21:14:23+00:00,"Disney still offers pricey princess packages despite nixing gendered terms from theme parks
http"
5507,2022-03-31 21:10:00+00:00,"Media embrace of free speech, illiberalism debate angers some on the Left
http"
5508,2022-03-31 21:05:00+00:00,"Massachusetts high school students exposed to potentially hazardous chemicals in science lab
http"
5509,2022-03-31 21:00:02+00:00,".@dagenmcdowell fact-checks Biden's plan to tackle high gas prices
http"
5510,2022-03-31 20:57:07+00:00,‘WOKE' BACKLASH: One employee of the entertainment empire called the company's opposition to the controversial bill a 'terrible miscalculation.' http http
5511,2022-03-31 20:55:00+00:00,"Gen. Kellogg: Russia 'on the edge' of losing war in Ukraine
http"
5512,2022-03-31 20:50:00+00:00,"MSNBC's Chuck Todd snaps at guest over criticism of Hunter Biden media coverage: 'That's the laziest attack'
http"
5513,2022-03-31 20:48:15+00:00,"EU proposes rules that discourage fast fashion culture: 'Longer-lasting products'
http"
5514,2022-03-31 20:47:57+00:00,"California industrial facility explosion injures multiple people
http"
5515,2022-03-31 20:44:35+00:00,"State Department warns Russian security officials 'may be singling out US citizens'
http"
5516,2022-03-31 20:43:49+00:00,"Pentagon spox says Russian counterparts not taking calls from US officials
http"
5517,2022-03-31 20:40:00+00:00,"South Carolina middle school student shot; suspect in custody: report
http"
5518,2022-03-31 20:35:00+00:00,"NASA's Hubble Space Telescope spots farthest star ever seen
http"
5519,2022-03-31 20:34:25+00:00,"Alcohol intake at any level may increase risk of heart disease, study suggests
http"
5520,2022-03-31 20:34:11+00:00,ELECTION INTEGRITY: The Grand Canyon State has implemented strict voter ID rules in an effort to crack down on fraud. http http
5521,2022-03-31 20:30:00+00:00,"Alligator spotted carrying football in its mouth in Florida
http"
5522,2022-03-31 20:25:00+00:00,"Buyer beware: These cars and trucks have the biggest markups
http"
5523,2022-03-31 20:20:00+00:00,"State Department won't acknowledge security aid for Ukraine embassy staff, families
http"
5524,2022-03-31 20:12:19+00:00,"Gas prices driving 173% increase in searches for electric cars
http"
5525,2022-03-31 20:10:00+00:00,"Secondhand marijuana smoke from bongs more dangerous than cigarette smoke: study
http"
5526,2022-03-31 20:05:00+00:00,"‘Crazy Rich Russians’: Inside Putin’s $700M superyacht and the oligarchs' stolen wealth
http"
5527,2022-03-31 20:00:00+00:00,"NYC woman bites man, pulls knife on him in front of children on subway
http"
5528,2022-03-31 19:57:54+00:00,"Hunter Biden's foreign business dealings: 4 countries with financial links to president's son
http"
5529,2022-03-31 19:57:29+00:00,"Academy insists Will Smith was asked to leave Oscars amid reports it was ‘suggested’: source
http"
5530,2022-03-31 19:57:01+00:00,"Energy industry slams Biden's Strategic Petroleum Reserve release plan: 'Not a long-term solution'
http"
5531,2022-03-31 19:56:30+00:00,"Media embrace of free speech, illiberalism debate angers some on the Left
http"
5532,2022-03-31 19:55:56+00:00,".@dagenmcdowell fact-checks Biden's plan to tackle high gas prices
http"
5533,2022-03-31 19:55:00+00:00,"Frozen spring vegetable risotto: A 'seriously flavorful' new recipe
http"
5534,2022-03-31 19:50:00+00:00,"Kyiv still being 'pounded' by Russian strikes despite 'nice rhetoric': senior US defense official
http"
5535,2022-03-31 19:36:51+00:00,"Gen. Kellogg: Russia 'on the edge' of losing war in Ukraine
http"
5536,2022-03-31 19:36:29+00:00,"MSNBC's Chuck Todd snaps at guest over criticism of Hunter Biden media coverage: 'That's the laziest attack'
http"
5537,2022-03-31 19:35:00+00:00,"Amazon union vote for Alabama, Staten Island warehouses starts Thursday
http"
5538,2022-03-31 19:25:00+00:00,"Pennsylvania road rage suspect charged after ramming police vehicle, injuring officers during car chase
http"
5539,2022-03-31 19:21:50+00:00,".@SpeakerPelosi responds to calls for Justice Clarence Thomas to resign from Supreme Court
http"
5540,2022-03-31 19:21:26+00:00,"South Carolina middle school student shot; suspect in custody: report
http"
5541,2022-03-31 19:21:02+00:00,"NASA's Hubble Space Telescope spots farthest star ever seen
http"
5542,2022-03-31 19:20:15+00:00,"State Department won't acknowledge security aid for Ukraine embassy staff, families
http"
5543,2022-03-31 19:19:47+00:00,"OPINION: @user Will Smith slapping Chris Rock prompts flood of crazy media takes
http"
5544,2022-03-31 19:15:00+00:00,"Guy Benson rips media's sudden interest in Hunter Biden: 'A year-and-a-half late'
http"
5545,2022-03-31 19:10:00+00:00,"Special ops veteran helping Ukrainians says US aid not reaching front lines: 'Absolutely ridiculous'
http"
5546,2022-03-31 19:05:00+00:00,"WaPo editorial board: Efforts to silence and cancel Mike Pence campus visits are 'unwarranted'
http"
5547,2022-03-31 19:00:01+00:00,"Kellogg's Kansas union members ratify new contract, get 'historic' wage increase
http"
5548,2022-03-31 18:55:00+00:00,".@LindseyGrahamSC flips on Ketanji Brown Jackson, will oppose her Supreme Court nomination
http"
5549,2022-03-31 18:50:00+00:00,"Heritage Foundation unveils 'Fighting for America's Future' plan to promote conservative issues nationally
http"
5550,2022-03-31 18:45:00+00:00,"US passports to start including 'X' as gender option
http"
5551,2022-03-31 18:43:49+00:00,"‘Crazy Rich Russians’: Inside Putin’s $700M superyacht and the oligarchs' stolen wealth
http"
5552,2022-03-31 18:41:59+00:00,"Kyiv still being 'pounded' by Russian strikes despite 'nice rhetoric': senior US defense official
http"
5553,2022-03-31 18:41:32+00:00,"Biden's pivot on US oil production draws ire from progressives, climate advocates
http"
5554,2022-03-31 18:41:00+00:00,"Medical student who implied she stuck patient twice for mocking pronoun pin no longer working with patients
http"
5555,2022-03-31 18:40:00+00:00,"Burger vending machine debuts in NJ mall
http"
5556,2022-03-31 18:39:46+00:00,"Jared Kushner to testify before Jan. 6 committee
http"
5557,2022-03-31 18:37:50+00:00,"CIA Director William Burns tests positive for COVID-19
http"
5558,2022-03-31 18:37:27+00:00,"Guy Benson rips media's sudden interest in Hunter Biden: 'A year-and-a-half late'
http"
5559,2022-03-31 18:35:00+00:00,"Whoopi Goldberg defends Academy's decision not to physically eject Will Smith after Chris Rock slap
http"
5560,2022-03-31 18:30:00+00:00,"NCAA's Mark Emmert comments on future of transgender participation in collegiate sports
http"
5561,2022-03-31 18:20:00+00:00,"WaPo editorial board: Efforts to silence and cancel Mike Pence campus visits are 'unwarranted'

http"
5562,2022-03-31 18:10:00+00:00,"Whoopi Goldberg goes off on 'View' co-host for slight against 'Hollywood elite': 'It really pisses me off'

http"
5563,2022-03-31 18:00:00+00:00,"Lower risk of cardiovascular disease associated with avocado consumption: study

http"
5564,2022-03-31 17:50:00+00:00,"Dramatic video shows Texas troopers, Border Patrol rescuing smuggled woman from burning car

http"
5565,2022-03-31 17:40:00+00:00,"RNC contrasts Dem support of 'woke' Disney to GOP backing of American values heading into 2022 midterms

http"
5566,2022-03-31 17:30:00+00:00,"NYC Mayor Eric Adams praises hammer attack victim who says she won't ride subway, 'Lucky to be alive'

http"
5567,2022-03-31 17:20:00+00:00,"Zelenskyy warns Europe not to let war become 'routine', urges leaders to pick a city to help rebuild

http"
5568,2022-03-31 17:10:00+00:00,"Here's how 10-year-olds can drive supercars

http"
5569,2022-03-31 17:00:00+00:00,"NYC man shot point-blank in head by man he's walking with on residential street, video shows

http"
5570,2022-03-31 16:50:00+00:00,"Tammy Bruce blasts Disney: Supporting DeSantis-backed Florida law 'doesn't make you a homophobe'

http"
5571,2022-03-31 16:40:00+00:00,"North Korea making preparations for possible nuclear test: defense officials

http"
5572,2022-03-31 16:30:00+00:00,"Washington state agency blocked White attendee from seminar targeted to people of color, spokesperson admits

http"
5573,2022-03-31 16:20:00+00:00,"Coyotes' Clayton Keller out for season after scary crash into boards: 'I will be back better than ever'

http"
5574,2022-03-31 16:00:03+00:00,"Ingraham: Those assuming Disney still embraces its founder’s vision are sadly mistaken

http"
5575,2022-03-31 15:50:00+00:00,"Liberal journalist blasts 'timid moderate' Biden, says budget proposal will lead to 'red wave' in midterms

http"
5576,2022-03-31 15:40:00+00:00,"Following Will Smith Oscar slap, Daniel Radcliffe says he’s ‘dramatically bored of hearing people’s opinions’

http"
5577,2022-03-31 15:30:01+00:00,"Tom Cotton calls Ukraine briefing by Biden admin 'deeply disappointing': 'They're still scared of Putin'

http"
5578,2022-03-31 15:20:00+00:00,"Biden administration endorses transgender youth sex-change operations, 'top surgery,' hormone therapy

http"
5579,2022-03-31 15:10:00+00:00,"Kevin Smith apologizes to Bruce Willis for past 'Cop Out' complaints: 'I feel like an a--hole'

http"
5580,2022-03-31 15:00:02+00:00,"Biden budget director labels record-breaking border crossings a 'traditional pattern'

http"
5581,2022-03-31 14:50:00+00:00,"Ukraine says it needs more weapons soon, argues its paying 'a very high price' as defender of democracy

http"
5582,2022-03-31 14:40:00+00:00,"Parents outraged over Disney's pushback on Florida parental rights law: 'Leave the kids alone'

http"
5583,2022-03-31 14:30:00+00:00,"Severe weather threat shifts to East Coast as winter event moves over Midwest

http"
5584,2022-03-31 14:20:00+00:00,"In new book, Sen. Mike Lee warns Dems' court-packing talk could alter history in unanticipated ways

http"
5585,2022-03-31 14:00:01+00:00,"Nikki Haley releases new book focused on women who shaped her worldview

http"
5586,2022-03-31 13:50:00+00:00,"Former acting ICE director: Ending COVID-era Title 42 will cause 'more chaos' at border

http"
5587,2022-03-31 13:40:00+00:00,"Rooftop Revelations: Chicago area business hires ex-convicts, individuals with disabilities and wins

http"
5588,2022-03-31 13:30:00+00:00,"Formula One cars to race down Las Vegas Strip at 212 mph in 2023

http"
5589,2022-03-31 13:20:00+00:00,"Bruce Willis displayed cognitive issues, memory loss on movie sets prior to aphasia announcement: filmmakers

http"
5590,2022-03-31 13:10:00+00:00,"Will Smith’s Oscar incident sparks anger management discussion

http"
5591,2022-03-31 13:00:03+00:00,"Fires raging near Tennessee's Great Smoky Mountains forces mandatory evacuations: 'Surreal'

http"
5592,2022-03-31 12:50:00+00:00,"Chevrolet Silverado police pursuit pickup joins the force

http"
5593,2022-03-31 12:40:00+00:00,"‘Gilligan’s Island’ star Dawn Wells ‘embraced her character Mary Ann,’ pal says: ‘She adored her fans’

http"
5594,2022-03-31 12:30:01+00:00,"Will Smith cheered by Hollywood as Academy attempted to eject ‘King Richard’ star after Chris Rock slap

http"
5595,2022-03-31 12:20:00+00:00,"'Pizza eggs' gain steam on TikTok as a protein-packed dish: 'Pair well'

http"
5596,2022-03-31 12:10:00+00:00,"Man banned from hunting for 8 years after illegally harvesting elk

http"
5597,2022-03-31 12:00:02+00:00,"CNN says Giuliani 'tried to generate media attention' with Hunter Biden laptop in 2020 as network spiked story

http"
5598,2022-03-31 11:50:00+00:00,"Boston-area school board blocked church's private school due to Christian beliefs, lawyers claim

http"
5599,2022-03-31 11:40:00+00:00,"Bruce Willis receives support from Hollywood stars after sharing aphasia diagnosis: 'May he rest and recover'

http"
5600,2022-03-31 11:30:00+00:00,"'Fresh Prince' actor says Will Smith and Chris Rock have 'different energies' but there was 'no animosity'

http"
5601,2022-03-31 11:20:00+00:00,"Ukrainian-born woman says her identity was stolen in attempt to seize donations: 'I don't feel protected'

http"
5602,2022-03-31 11:10:00+00:00,"Spotlighting messaging problem, Democratic strategists urge Biden to ‘sell, sell, sell’

http"
5603,2022-03-31 11:00:03+00:00,"NYC children wounded 26 times so far in 2022, shootings of kids nearly doubled by mid-March: 'Disgusting'

http"
5604,2022-03-31 10:55:00+00:00,UNHAPPIEST PLACE ON EARTH: @user scolds Disney for vowing to repeal Florida’s controversial ‘Parental Rights in Education’ bill. http
5605,2022-03-31 10:50:00+00:00,"MSNBC, CNN, WaPo and more worry about Biden’s poll numbers, fret that he isn’t getting enough credit

http"
5606,2022-03-31 10:40:00+00:00,"OPINION: Stand with Ukraine, don't sell them out

http"
5607,2022-03-31 10:30:00+00:00,'IT'S COMMON SENSE': Oklahoma governor addresses his critics and explains why he signed the 'Save Women's Sports Act.' http http
5608,2022-03-31 10:15:00+00:00,"Pence group launches 'Freedom Agenda' to promote American prosperity, stop the 'radical left'
http"
5609,2022-03-31 10:05:00+00:00,"DOUBLE STANDARD: @user blasts Disney for pushing 'woke' agenda in American releases, but censoring their films for Chinese viewers. http"
5610,2022-03-31 10:00:01+00:00,"Wake Forest medical student suggests she stuck patient twice with needle after he called out her pronoun pin
http"
5611,2022-03-31 09:50:00+00:00,"NYC shoplifting suspect attacks security guard with syringe, police say
http"
5612,2022-03-31 09:40:00+00:00,"MSNBC laments Biden has low approval rating 'despite booming economy’
http"
5613,2022-03-31 09:30:00+00:00,"MSNBC host claims 'Hunter Biden story' in 2020 was ‘fact-checked’ and deemed mostly ‘nonsense’
http"
5614,2022-03-31 09:20:00+00:00,"Howard Stern, Judd Apatow, other comedians defend Chris Rock: 'He handled it like a pro'
http"
5615,2022-03-31 09:10:00+00:00,".@marcorubio rips corporations lobbying on behalf of China: 'Harmful to US national interest'
http"
5616,2022-03-31 09:00:02+00:00,"Hunter Biden saga: Washington Post authenticates laptop after dismissing ‘fake' scandal in 2020
http"
5617,2022-03-31 08:53:00+00:00,'UNPRECENDENT' COLLAB: House Minority Whip @user blasts the CDC for giving teachers union 'VIP access' to guidance on school reopenings and keeping children out during the pandemic. http http
5618,2022-03-31 08:45:00+00:00,"Adm. Giroir hits back at Fauci's comments on COVID restrictions: 'Eliminate this from your vocabulary'
http"
5619,2022-03-31 08:37:00+00:00,"'Silent majority' of Disney employees support Florida law, Disney employee running for Congress says
http"
5620,2022-03-31 08:30:00+00:00,"Russian forces shell Red Cross warehouse in Mariupol
http"
5621,2022-03-31 08:23:00+00:00,"OPINION: NCAA swimming chooses inclusion over integrity, fairness
http"
5622,2022-03-31 08:15:00+00:00,"Moms for Liberty leader warns Disney of pushback if company interferes in FL laws: 'Sexualizing our children'
http"
5623,2022-03-31 08:07:00+00:00,"As Tiger Woods' Masters speculation ramps up, surgeon weighs in on golf legend's chances
http"
5624,2022-03-31 08:00:01+00:00,"Key part of yield curve inverts, blaring recession warning
http"
5625,2022-03-31 07:53:00+00:00,"Oklahoma governor explains reasoning behind signing Save Women's Sports Act, addresses critics
http"
5626,2022-03-31 07:45:00+00:00,"Second COVID booster shot: What to know
http"
5627,2022-03-31 07:37:00+00:00,"'Fresh Prince' actor says Will Smith and Chris Rock have 'different energies' but there was 'no animosity'
http"
5628,2022-03-31 07:30:00+00:00,"California governor rejects parole bid for Manson family killer
http"
5629,2022-03-31 07:23:00+00:00,"Ukrainian-born woman says her identity was stolen in attempt to seize donations: 'I don't feel protected'
http"
5630,2022-03-31 07:15:00+00:00,"Chocolate Easter bunny feeling inflation squeeze, celebrity chocolatier warns
http"
5631,2022-03-31 07:07:00+00:00,"Spotlighting messaging problem, Democratic strategists urge Biden to ‘sell, sell, sell’
http"
5632,2022-03-31 07:00:01+00:00,"OPINION: @user The Fed doesn't know how to fight inflation and we're in for a bout of economic malpractice
http"
5633,2022-03-31 06:53:00+00:00,"NYC children wounded 26 times so far in 2022, shootings of kids nearly doubled by mid-March: 'Disgusting'
http"
5634,2022-03-31 06:45:00+00:00,"US law enforcement officers donating body armor, other crucial gear to Ukrainians
http"
5635,2022-03-31 06:37:00+00:00,"MSNBC, CNN, WaPo and more worry about Biden’s poll numbers, fret that he isn’t getting enough credit
http"
5636,2022-03-31 06:23:00+00:00,"Low-income Black Americans do not share the elites' version of 'racial diversity': Bob Woodson
http"
5637,2022-03-31 06:07:00+00:00,".@SteveScalise: CDC gave teachers union 'VIP access' for guidance on school reopening
http"
5638,2022-03-31 05:55:00+00:00,"Disney 'making a terrible miscalculation' on Florida parental rights bill: Castillo
http"
5639,2022-03-31 05:50:00+00:00,".@GovRonDeSantis dismisses Disney backlash to education bill: 'They were not even engaged' in process
http"
5640,2022-03-31 05:45:00+00:00,"Disney has betrayed the very values that were responsible for its success, Orthodox rabbis warn
http"
5641,2022-03-31 05:35:00+00:00,"OPINION: @user calls out media, Hollywood hypocrisy in Florida parental rights bill
http"
5642,2022-03-31 05:25:00+00:00,"Florida FreeFall teen death: Ride safety expert harness 'was not on correctly'
http"
5643,2022-03-31 05:05:00+00:00,".@SenRonJohnson: Media 'complicit' in Hunter Biden laptop scandal
http"
5644,2022-03-31 05:00:00+00:00,"Disney bashes Florida's parental rights bill but offers cruise to countries where homosexuality is illegal
http"
5645,2022-03-31 04:55:00+00:00,".@seanhannity: Hunter Biden laptop story raises concerns if Joe Biden was compromised
http"
5646,2022-03-31 04:50:00+00:00,"Former Reagan adviser sounds alarm on inflation: 'They're doing nothing to stop it'
http"
5647,2022-03-31 04:45:00+00:00,"Fans react after Chris Rock show in Boston: 'I want my money back'
http"
5648,2022-03-31 04:35:00+00:00,"Matt Gaetz maintains he is innocent amid sex trafficking probe: 'This was an operation to destroy me'
http"
5649,2022-03-31 04:30:00+00:00,"Biden promises Zelenskyy another $500M in funding in hour-long call, bringing US aid to Ukraine to $2.5B
http"
5650,2022-03-31 04:25:00+00:00,"Disney injecting queerness into children's programming: Chris Rufo
http"
5651,2022-03-31 04:20:00+00:00,"Washington Post roasted for acknowledging Hunter Biden scandal once called 'fake': 'Retroactive Pulitzer?'
http"
5652,2022-03-31 04:15:00+00:00,"There is ‘plenty’ of evidence for search warrant against Bidens: Brett Tolman
http"
5653,2022-03-31 04:05:00+00:00,"'TOTALLY OUTRAGEOUS': Florida gov dismisses Disney backlash to education bill, says he's going to govern 'based on the best interests of the people of Florida' http http"
5654,2022-03-31 03:55:00+00:00,"Piers Morgan slams Disney for caving to the woke mob
http"
5655,2022-03-31 03:45:00+00:00,"Tom Brady issues statement on former head coach Bruce Arians
http"
5656,2022-03-31 03:25:00+00:00,"MICKEY'S CRYING: @user blasts Disney for shunning 'traditional Americans,' says they're pushing 'blatantly political' ideas in everything they do. http"
5657,2022-03-31 03:10:00+00:00,"RNC doubles down on Pence accusation that Biden pays 'lip service' to issues plaguing Americans
http"
5658,2022-03-31 03:08:35+00:00,EXCLUSIVE: Chris Rock fans react to Oscars slap outside comedian's sold-out show. http http
5659,2022-03-31 03:07:37+00:00,EXCLUSIVE: Chris Rock fans react to Oscars slap outside comedian's sold-out show. http http
5660,2022-03-31 03:00:00+00:00,"DeSantis rails against Biden border polices, former DA over stabbing death of married couple
http"
5661,2022-03-31 02:40:00+00:00,"White House admits ending Title 42 will bring ‘influx of people to the border’
http"
5662,2022-03-31 02:33:50+00:00,DEMANDING ANSWERS: @user rips into Hunter Biden’s alleged ties with China as the federal probe into his taxes intensifies. http
5663,2022-03-31 02:26:33+00:00,THE FULL STORY: @user questions what pushed the Russian president to start a brutal invasion of Ukraine. http
5664,2022-03-31 02:25:11+00:00,"DOUBLE STANDARD: @user blasts Disney for pushing 'woke' agenda in American releases, but censoring their films for Chinese viewers. http"
5665,2022-03-31 02:07:52+00:00,"Controversial Hollywood stars not stripped of Oscars, others who refused acceptance of Academy Award
http"
5666,2022-03-31 02:00:11+00:00,"Chris Rock addresses Will Smith slap at first comedy show since Oscars
http"
5667,2022-03-31 02:00:00+00:00,"Democrat Sen. Hassan suggests opposition to Biden dropping Title 42 border protocol
http"
5668,2022-03-31 01:59:52+00:00,"Former British politician Nigel Farage calls out the West's foreign policy related to Ukraine: 'Madness'
http"
5669,2022-03-31 01:59:41+00:00,"Chris Rock draws big crowd in first show since Oscars: ‘Can’t miss an opportunity like this,’ fan says
http"
5670,2022-03-31 01:50:00+00:00,"Texas man says he kept son's remains in kitchen for four years, police say
http"
5671,2022-03-31 01:46:13+00:00,"BREAKING: Naomi Irion, 18, found deceased in Nevada after being kidnapped from Walmart parking lot

http"
5672,2022-03-31 01:40:52+00:00,"CDC lifts travel warning for the cruise industry two years into pandemic
http"
5673,2022-03-31 01:40:00+00:00,"Positive drug tests among US workers hit two-decade high
http"
5674,2022-03-31 01:35:47+00:00,Ending COVID asylum signals how unserious Biden is about stemming migrant flow at border: @user
5675,2022-03-31 01:35:00+00:00,"Ethics professor slams medical student who implied she stuck a patient for mocking her pronoun pin
http"
5676,2022-03-31 01:32:05+00:00,"BREAKING: Navy aircraft crashes in Virginia waters; two rescued, one missing: report

http"
5677,2022-03-31 01:23:17+00:00,"Biden administration may release a million barrels of oil daily from US reserves: report
http"
5678,2022-03-31 01:18:11+00:00,"Democrat Rep. Waters tells homeless people to 'go home,' warns journalist during testy exchange
http"
5679,2022-03-31 01:16:55+00:00,Biden's problems are becoming the Democrats' problem heading into 2022 midterms: @user
5680,2022-03-31 01:16:30+00:00,"Florida FreeFall teen death: Group calling on amusement park to take down ride, says 'someone is negligent'
http"
5681,2022-03-31 01:10:00+00:00,"MSNBC's Andrea Mitchell says Hunter Biden saga has 'a lot of smoke' but calls it 'Trump conspiracy theories'
http"
5682,2022-03-31 01:08:26+00:00,ROCKED HIS WORLD: Comedian Chris Rock breaks his silence on Oscars smackdown at sold-out comedy show in Boston. http http
5683,2022-03-31 01:02:49+00:00,"BlackRock exec says ‘entitled generation’ who ‘never had to sacrifice’ will face shortages
http"
5684,2022-03-31 01:02:36+00:00,"California couple charged in road rage killing of 6-year-old boy to go to trial
http"
5685,2022-03-31 01:02:23+00:00,"Fauci defends China: Didn't 'necessarily' cover-up COVID
http"
5686,2022-03-31 01:00:01+00:00,"Fauci: It may never be clear whether lockdowns were 'worth it' or 'too severe'
http"
5687,2022-03-31 00:52:46+00:00,".@SteveForbesCEO: Biden should 'get out of the way' so he doesn't make inflation worse
http"
5688,2022-03-31 00:52:26+00:00,"Watters: Washington Post authenticates Hunter Biden's laptop in 'bombshell' release
http"
5689,2022-03-31 00:52:20+00:00,Chris Rock was greeted by a thunderous three-minute standing ovation at his first comedy show since Will Smith slapped him at the Oscars http
5690,2022-03-31 00:50:00+00:00,"Top NFL Draft prospect Kayvon Thibodeaux partners with eBay to release new trading card
http"
5691,2022-03-31 00:45:00+00:00,"Philadelphia man killed in gas station shooting survived gunfire weeks earlier: report
http"
5692,2022-03-31 00:43:40+00:00,"BREAKING: Bruce Arians stepping down as Buccaneers head coach, taking front office position: report
http"
5693,2022-03-31 00:35:19+00:00,"Arizona Gov. Ducey signs legislation barring transgender females from playing girls sports
http"
5694,2022-03-31 00:35:00+00:00,"Chicago police under fire: 11 officers shot at or wounded in 2022 as top cop warns, 'Most dangerous time'
http"
5695,2022-03-31 00:30:00+00:00,"Will Smith, Chris Rock Oscars investigation to ‘take a few weeks,’ Academy says in letter to members
http"
5696,2022-03-31 00:28:40+00:00,"BREAKING: Chris Rock addresses Will Smith slap at first comedy show since Oscars

http"
5697,2022-03-31 00:25:00+00:00,"Fresno man who attacked detective in police headquarters was in court that morning for felony charges: police
http"
5698,2022-03-31 00:23:28+00:00,"Portland rioter who threw Molotov cocktails at police sentenced to 10 years in prison
http"
5699,2022-03-31 00:23:16+00:00,"Shaheen Holloway hired by Seton Hall after leading Saint Peter's on historic NCAA Cinderella run
http"
5700,2022-03-31 00:20:00+00:00,"Ukrainian journalists: Biden remarks on Putin no 'scandal,' but he badly needs to step up military support
http"
5701,2022-03-31 00:06:16+00:00,UNHAPPIEST PLACE ON EARTH: @user scolds Disney for vowing to repeal Florida’s controversial ‘Parental Rights in Education’ bill. http
5702,2022-03-31 00:05:15+00:00,"MSNBC's Chuck Todd says Democrats in 'shellacking territory' ahead of midterms: 'Not a good time' for them
http"
5703,2022-03-31 00:00:00+00:00,"Missing Naomi Irion's kidnapping suspect Troy Driver appears in court for bail hearing
http"
5704,2022-03-30 23:55:00+00:00,"Chinese man charged with spying on supposed fugitives living in US, prosecutors say
http"
5705,2022-03-30 23:52:23+00:00,".@HawleyMO: Jackson's nomination shows Democrats have become 'radical pro-crime party'
http"
5706,2022-03-30 23:38:23+00:00,"Colts owner Jim Irsay criticizes the Jaguars, calls Carson Wentz era 'a mistake'
http"
5707,2022-03-30 23:37:52+00:00,"Wikipedia co-founder says left's 'relentless' takeover of mass media ruined the website he helped build
http"
5708,2022-03-30 23:35:00+00:00,"Biden administration to end Title 42 border policy, despite fears of massive migrant surge: reports
http"
5709,2022-03-30 23:30:19+00:00,"Will Smith's Oscars slap prompts academy disciplinary proceedings, star reportedly refused to leave ceremony
http"
5710,2022-03-30 23:30:00+00:00,"Florida parental rights bill sponsor rejects and returns Disney donations after company protests law
http"
5711,2022-03-30 23:29:58+00:00,"Democrat Sen. Hassan suggests opposition to Biden dropping Title 42 border protocol
http"
5712,2022-03-30 23:29:28+00:00,"Ravens' Lamar Jackson says he loves team, rips ‘false narrative’ about him leaving Baltimore
http"
5713,2022-03-30 23:05:03+00:00,"U.S. Senate votes to move forward with Alvaro Bedoya's nomination to the FTC
http"
5714,2022-03-30 23:05:00+00:00,"Tom Segura launches into Will Smith for viral Chris Rock Oscars slap: ‘I have zero respect’
http"
5715,2022-03-30 23:00:00+00:00,"Biden pushing more COVID relief but is silent on billions lost to fraud
http"
5716,2022-03-30 22:55:51+00:00,"Retired Lt. Col. Robert Maginnis warns of 'general uprising' against Putin
http"
5717,2022-03-30 22:55:00+00:00,"House GOP re-election arm adds more Dem-held seats to midterm target list
http"
5718,2022-03-30 22:46:53+00:00,"Positive drug tests among US workers hit two-decade high
http"
5719,2022-03-30 22:42:00+00:00,"Ethics professor slams medical student who implied she stuck a patient for mocking her pronoun pin
http"
5720,2022-03-30 22:40:00+00:00,"Glenn Greenwald rips Washington Post verifying Hunter Biden laptop: 'Now when it's safe to say it'
http"
5721,2022-03-30 22:39:12+00:00,GAVEL DOWN: The order is a result of a parent-filed petition to the West Chester Area School District. http http
5722,2022-03-30 22:35:00+00:00,"Disney won't say if it's keeping princes and princesses as 'boys and girls' gets chopped
http"
5723,2022-03-30 22:34:21+00:00,"Arizona Gov. Ducey signs bills protecting 'fairness' in women's sports, banning abortions after 15 weeks
http"
5724,2022-03-30 22:33:57+00:00,"A look at Bruce Willis’ upcoming acting role in 'Paradise City,’ his storied Hollywood career
http"
5725,2022-03-30 22:33:36+00:00,"Florida FreeFall teen death: Cousin says teenager was denied from entering two other rides
http"
5726,2022-03-30 22:32:55+00:00,"BREAKING: Will Smith Oscars' slap sees Academy start disciplinary proceedings, says star refused to leave ceremony http"
5727,2022-03-30 22:31:39+00:00,"MSNBC's Andrea Mitchell says Hunter Biden saga has 'a lot of smoke' but calls it 'Trump conspiracy theories'
http"
5728,2022-03-30 22:30:00+00:00,"1803 Justice Chase impeachment shows Dems may be able to pressure Thomas with political threats: Expert
http"
