"","X","Date","text"
"1291",1290,"2022-04-13 14:40:07+00:00","Hundreds of forensic investigators, prosecutors and researchers in Ukraine are racing to secure evidence of any war crimes committed by Russian soldiers retreating from northern parts of the country. https://t.co/w9nN8U7RDe"
"1292",1291,"2022-04-13 14:30:16+00:00","In Opinion

The Supreme Court's ""destiny increasingly appears to be controlled by Justices Brett Kavanaugh and Amy Coney Barrett,"" Stephen Vladeck, a professor at the University of Texas School of Law, writes in a guest essay. https://t.co/PI2xrh8KjT"
"1293",1292,"2022-04-13 14:20:04+00:00","To visit his parents in China in January, a lawyer paid $7,600 for airfare, got a negative Covid test and prepared for a three-week quarantine. But through bad luck and run-ins with China’s harsh rules, he ended up trapped in quarantine for three months. https://t.co/uk9B7LJi4c"
"1294",1293,"2022-04-13 14:10:07+00:00","More than 1.4 million people in eastern Ukraine have no access to piped water, and 4.6 million people in the country are at risk of losing their water supply, according to the UN. The water system is at risk of complete collapse, it said. https://t.co/W84nmkaIOG"
"1295",1294,"2022-04-13 14:07:04+00:00","Thousands of tourists and international students arrived in New Zealand from Australia on Wednesday, some to reunite with family and friends, in a further sign of reopening in countries that have maintained some of the world’s strictest Covid restrictions. https://t.co/Cngpo4cyl6"
"1296",1295,"2022-04-13 14:00:26+00:00","Wars destroy habitats, kill wildlife, generate pollution and remake ecosystems entirely, with consequences that ripple through the decades. Russia's invasion of Ukraine could have a profound environmental impact. https://t.co/RY1hmHdpAN"
"1297",1296,"2022-04-13 13:50:03+00:00","To watch Viola Davis act is “to witness a deep-sea plunge into a feeling: Even when her characters are opaque, you can sense her under the surface, empathetic and searching,” @jazzedloon writes for @nytmag. https://t.co/iY3XB9yY0r"
"1298",1297,"2022-04-13 13:46:47+00:00","Authorities in Jersey in the Channel Islands said they froze $7 billion in assets believed to belong to Roman Abramovich, a Russian oligarch sanctioned by Britain. https://t.co/afN5C81WcG"
"1299",1298,"2022-04-13 13:29:02+00:00","The founders of Substack want it to be an “alternate universe on the internet.” Flush with venture money, the publishing platform was said to be “the media future.”

But it is facing copycats, an exodus by writers and a need to move beyond newsletters. https://t.co/JLtgxvOtEe"
"1300",1299,"2022-04-13 13:15:06+00:00","Investigators are piecing together what happened after a mass shooting Tuesday on a subway train in Brooklyn, in which at least 23 people were injured. The gunman remains at large.

Here’s what we know so far. https://t.co/QvlqwcVS7S"
"1301",1300,"2022-04-13 13:02:04+00:00","Mayor Eric Adams said on Wednesday morning that Frank James, the man who the police had identified as a “person of interest” in the mass shooting on the subway in Brooklyn, was now considered a suspect. “It appears he was acting alone,” he said on MSNBC. https://t.co/TABEWkp1oB"
"1302",1301,"2022-04-13 12:50:06+00:00","Michel Bouquet was one of France’s great theater actors and appeared in over 100 films during a decades-long career. He died at 96. https://t.co/lgKNvhOhXj"
"1303",1302,"2022-04-13 12:45:11+00:00","Severe thunderstorms were expected to sweep across parts of the Midwest and the Mississippi Valley on Wednesday, raising the risk of tornadoes, flash floods and damaging winds, meteorologists said. https://t.co/2SMvqVIy3S"
"1304",1303,"2022-04-13 12:36:03+00:00","Rescue workers in the Philippines battled intermittent heavy rain to reach dozens of people still missing Wednesday, three days after Tropical Storm Megi pummeled the country, causing widespread landslides and flooding. https://t.co/6C6S70S0rw"
"1305",1304,"2022-04-13 12:30:05+00:00","Moscow has narrowed its goals. What does that tell us about Russia’s military? Listen to today's episode of The Daily. https://t.co/7W3lz2Hr5s"
"1306",1305,"2022-04-13 12:15:06+00:00","The consulting firm McKinsey &amp; Company repeatedly allowed employees who served pharmaceutical companies, including opioid makers, to also consult for the FDA, internal records show.

And McKinsey touted that inside access in pitches to private clients. https://t.co/GwDt8dMMVi"
"1307",1306,"2022-04-13 12:00:12+00:00","Mimi Reinhard, a secretary at a Nazi labor camp in World War II who typed up Schindler’s list, has died at 107. She added her own name to the list of 1,100 Jews who would be not be sent the gas chambers. https://t.co/S1Sp6oEVvW"
"1308",1307,"2022-04-13 11:44:00+00:00","The lack of security camera footage from the 36th Street subway station in Brooklyn has become a significant obstacle in efforts to detain the gunman in Tuesday’s attack. Problems with the MTA's system of cameras date back years. https://t.co/4WcO9W2Ts7"
"1309",1308,"2022-04-13 11:30:08+00:00","An influential group of U.S. experts has recommended screening all children ages 8 and older for anxiety, saying the latest research supports early intervention for younger kids.

More than 7% of children ages 3 to 17 have diagnosed anxiety, the CDC says. https://t.co/G1YUcUGUHL"
"1310",1309,"2022-04-13 11:15:09+00:00","Ferdinand Marcos Jr., the son of the former Philippine dictator, has spent his political career trying to downplay the legacy of his father’s brutal rule. As the front-runner in the upcoming election, he may finally succeed. https://t.co/kEG8EQW3Jk"
"1311",1310,"2022-04-13 11:00:07+00:00","Hundreds of Russian military vehicles are repositioning in eastern Ukraine, satellite images show.

The photos offer further evidence that Russia is amassing forces for a new offensive. https://t.co/kcMvoYMU1v"
"1312",1311,"2022-04-13 10:45:02+00:00","""The fear in China now is that the 'zero Covid' policy has become another Mao-style political campaign that is based on the will of one person, the country’s top leader, Xi Jinping — and that it could end up hurting everyone,"" our columnist @liyuan6 writes.https://t.co/0J1iVHwsC3"
"1313",1312,"2022-04-13 10:29:04+00:00","Luego de la campaña de terror y venganza contra los civiles en Bucha, iniciada al estancarse el avance ruso en la capital de Ucrania, The New York Times visitó el suburbio para descubrir la magnitud de las atrocidades cometidas. https://t.co/00oTBxVp1I"
"1314",1313,"2022-04-13 10:15:08+00:00","Millions of New Yorkers are beginning their commutes in a city gripped with unease, as the police continue their search for a gunman who shot 10 people on a Brooklyn subway train on Tuesday.

Follow live updates. https://t.co/bV1twLk6CS"
"1315",1314,"2022-04-13 10:00:20+00:00","Sri Lanka’s postwar success is unraveling under a president whose power grabs and failure to address shortages of basics are angering citizens. https://t.co/8UZPyetRys"
"1316",1315,"2022-04-13 09:45:07+00:00","Subway trains resumed stopping at the 36th Street station in Brooklyn after the NYPD concluded its investigation there into Tuesday’s mass shooting, the Metropolitan Transportation Authority said. https://t.co/MpsP8jrVOl"
"1317",1316,"2022-04-13 09:30:11+00:00","Here's a look at some of the highlights worth watching from late-night TV. https://t.co/rLe6BSeYbT"
"1318",1317,"2022-04-13 09:00:05+00:00","President Biden on Tuesday accused President Vladimir Putin of Russia of perpetrating genocide on the Ukrainian people, but emphasized that was his personal view, not a legal determination. The offhand remark came during a speech in Iowa. https://t.co/XV4w5rzMwb"
"1319",1318,"2022-04-13 08:30:06+00:00","The World Bank is preparing to deliver $1.5 billion in aid to Ukraine to help the country maintain government operations amid Russia’s offensive, the World Bank president said on Tuesday. https://t.co/etT5fdYOD3"
"1320",1319,"2022-04-13 08:00:12+00:00","In Bremen — Germany’s smallest state — more than 90% of the population is fully vaccinated against Covid. Its success is 
because of its community networks.

“Our approach was, get to the people and connect with the community,” the mayor said. https://t.co/nIZzwslxJi"
"1321",1320,"2022-04-13 07:00:11+00:00","In Bremen — Germany’s smallest state — more than 90% of the population is fully vaccinated against Covid. Its success is 
because of its community networks.

“Our approach was, get to the people and connect with the community,” the mayor said. https://t.co/BlRe7HwfJX"
"1322",1321,"2022-04-13 06:20:02+00:00","Doubts are building about the German government’s commitment to Chancellor Olaf Scholz’s 100-billion-euro plan to arm Germany, send weapons to Ukraine and end his nation’s deep dependence on Russian energy. https://t.co/55y6viWzqX"
"1323",1322,"2022-04-13 05:15:05+00:00","The police found a gun, a hatchet and fireworks believed to have been left by the gunman in the Brooklyn subway station where Tuesday's shooting took place. They looked for clues early Wednesday to lead them to Frank James, a person of interest in the case.https://t.co/l4n93gjBVb"
"1324",1323,"2022-04-13 05:00:07+00:00","Fumar un porro o comer una gomita de cannabis antes de ponerse al volante puede conllevar riesgos particulares, dicen los expertos, porque no existe una dosis estándar de consumo para la marihuana. https://t.co/RCbZ0IRX5y"
"1325",1324,"2022-04-13 04:40:04+00:00","Virtually indestructible, these artificial compounds are “everywhere” — dental floss, fast-food packaging, stain-resistant couches and even the Arctic.

Here’s what you should know about PFAS. https://t.co/1qJooMmMkQ"
"1326",1325,"2022-04-13 04:00:14+00:00","During the 2020 Atlantic hurricane season, the most active on record, extreme three-hour rainfall rates were 10% higher than they would have been without climate change, a new study found. https://t.co/a3jtJ8gkQp"
"1327",1326,"2022-04-13 03:40:04+00:00","Adélie penguins have had a rough time of it on the western side of the Antarctic Peninsula, where warming linked to climate change has occurred faster than almost anywhere else on the planet.

But on the eastern side, it’s a different story. https://t.co/PZFmMM1Utr https://t.co/7l3eQDBQiL"
"1328",1327,"2022-04-13 03:10:05+00:00","A collaboration between researchers and the Muwekma Ohlone Tribe offers new evidence that their ancestors have lived in the Bay Area for thousands of years.
https://t.co/h0PXrfCetw"
"1329",1328,"2022-04-13 03:00:08+00:00","Ukraine’s security service said on Tuesday that officers had detained Viktor Medvedchuk, a politician and oligarch seen as the Kremlin’s main agent of influence in Ukraine in recent years. https://t.co/qdgLTTvgeq"
"1330",1329,"2022-04-13 02:40:04+00:00","Ukrainian officials said on Tuesday that they had thwarted a Russian cyberattack on Ukraine’s power grid that could have knocked out power to two million people. https://t.co/tIcllG92ZV"
"1331",1330,"2022-04-13 02:30:07+00:00","As police searched for the gunman who perpetrated the Brooklyn subway shooting, officials and subway riders alike began to grapple with what the attack might mean for the future of the city’s transit system, and New York itself. https://t.co/5rZLbIOVsH"
"1332",1331,"2022-04-13 02:10:10+00:00","Shirley Spork, a teaching pro in women’s golf and one of the last survivors of the women who founded the LPGA, has died at 94. https://t.co/m5UzEoSFld"
"1333",1332,"2022-04-13 02:00:04+00:00","Gilbert Gottfried, the comedian known for his distinctive voice in stand-up, commercials and the movie “Aladdin,” has died at 67. https://t.co/CymWiYOKV8 https://t.co/7G3cXLnQ2B"
"1334",1333,"2022-04-13 01:30:07+00:00","A man released a canister of smoke and opened fire on a subway train in Brooklyn during rush hour on Tuesday morning. At least 23 people were injured, including 10 by gunfire.

See how the shooting unfolded. https://t.co/tetnlIeEP6"
"1335",1334,"2022-04-13 01:10:04+00:00","The police’s person of interest in the Brooklyn subway shooting appears to have posted many video rants online in which he expressed bigoted views and criticized the policies of New York City’s mayor, Eric Adams.

Follow live updates. 
https://t.co/xActNvimPo"
"1336",1335,"2022-04-13 01:00:02+00:00","At least 23 people were injured in the Brooklyn subway attack — 10 from gunfire, 13 from smoke inhalation or injuries related to fleeing — and five of them were critically hurt, but officials said they all were in stable condition and expected to survive. https://t.co/BOZsmdR3t0"
"1337",1336,"2022-04-13 00:40:06+00:00","“It’s a space where you can be very free.” 

Zipolite, a beach town on Mexico’s Pacific Coast, has become an oasis for the queer community. But as its popularity has surged, some worry that its spirit is beginning to vanish. https://t.co/IcRDhMMs8V https://t.co/RTl9aoVHN1"
"1338",1337,"2022-04-13 00:24:08+00:00","The authorities have identified a “person of interest” in connection with the subway attack in Brooklyn that left at least 23 people injured. 

Follow live updates. https://t.co/fmLiAGRIym"
"1339",1338,"2022-04-13 00:00:17+00:00","One week before the Capitol attack, a onetime aide to Roger Stone joined a call with a group of Trump supporters. He assured them that the 2020 election had been stolen and told them that they had to go to Washington on Jan. 6 and “descend on the Capitol.” https://t.co/m1ayT4SbAq"
"1340",1339,"2022-04-12 23:40:04+00:00","When the groundbreaking pianist Chick Corea died last year, he left behind a legacy of experimentation, preserving and expanding the jazz tradition. We interviewed five of Corea’s collaborators and admirers on his artistry and generosity.
https://t.co/MuVyMBFmLo"
"1341",1340,"2022-04-12 23:15:06+00:00","Video showed the immediate aftermath of the subway attack in Brooklyn — a smoke-filled subway car with passengers huddling on the floor. 

Follow live updates. 
https://t.co/HMxq1xRtu6 https://t.co/uWqdP74fmM"
"1342",1341,"2022-04-12 23:00:12+00:00","As many as 200,000 children in the U.S. have lost a parent to Covid-19. Grandparents are stepping in to help, but the abrupt change in roles can stress both generations. https://t.co/tg3f3UDcuT https://t.co/dgW1UTMQjV"
"1343",1342,"2022-04-12 22:25:06+00:00","Five miles away from where a man opened fire in a subway train in Brooklyn, the police recovered a rented U-Haul van late Tuesday afternoon that they believed had been driven by the gunman, who remains at large, an official said. 

Follow live updates. 
https://t.co/u35WxRlqiP"
"1344",1343,"2022-04-12 22:19:17+00:00","Join us on Wednesday at 1 p.m. ET as @heyitsfranklin2 from @nytimesbooks talks to @theferocity and @dodaistewart about books that feel like home. More details, including how to share your own submissions, in the thread below. https://t.co/lN6yVJTG6D"
"1345",1344,"2022-04-12 22:00:13+00:00","In real life, Viola Davis doesn’t cry that much. “As a matter of fact, if someone confronted me with something, I would probably come at them with more unbridled anger than tears,” she said.

Read @nytmag’s profile of the award-winning actress. https://t.co/orVYjUKw8v"
"1346",1345,"2022-04-12 21:45:12+00:00","Republicans have put forward a wave of LGBTQ restrictions on classroom instruction, youth sports and health care. Young people at the center feel isolated and that their governments are singling them out. https://t.co/6H2liRS141"
"1347",1346,"2022-04-12 21:30:11+00:00","Gov. Kevin Stitt of Oklahoma on Tuesday signed a law that makes it a felony, punishable by up to 10 years in prison, to perform an abortion in the state.

Here’s what to know about restrictive abortion legislation being proposed in Republican-led states.
https://t.co/X9NDQcthEi"
"1348",1347,"2022-04-12 21:27:20+00:00","Breaking News: Lt. Gov. Brian Benjamin of New York resigned, hours after he was arrested on charges of bribery, fraud and falsification of records. https://t.co/TOgtryXO57"
"1349",1348,"2022-04-12 21:15:08+00:00","At least 16 people were injured, 10 of them by gunfire, in the subway in Brooklyn during the Tuesday morning rush, officials said, after a man released a canister of smoke, opened fire on an N train and fled. https://t.co/RpJKkE0Ol8 https://t.co/TVDauAQfb9"
"1350",1349,"2022-04-12 21:11:52+00:00","Google sued a Cameroon man who, the company claims, used a variety of its services to ask people to pay upfront for dogs they never received. A lawsuit states he lured his victims with “adorable” and “alluring” photographs of purebred puppies. https://t.co/tww9VGsihi"
"1351",1350,"2022-04-12 21:05:06+00:00","Gilbert Gottfried has died at 67. The comedian was known for his distinctive voice in stand-up, commercials and the movie “Aladdin.” https://t.co/nCULh29Clu https://t.co/uRw8AT4QHv"
"1352",1351,"2022-04-12 21:00:16+00:00","A congressman persuaded fellow Republicans to abruptly turn against a bid to name a federal courthouse after the first Black man to serve on Florida’s supreme court. Asked why he voted against a bill he co-sponsored, Rep. Vern Buchanan said: “I don’t know.”https://t.co/KRAIlETRak"
"1353",1352,"2022-04-12 20:45:07+00:00","A top U.S. defense official said on Tuesday that the Pentagon would convene a classified meeting with the leaders of the biggest American military contractors on Wednesday to discuss stepped-up assistance to Ukraine. https://t.co/yulkXMVOak"
"1354",1353,"2022-04-12 20:41:45+00:00","Gilbert Gottfried has died at 67. The comedian was known for his distinctive voice in stand-up, commercials and the movie “Aladdin.” https://t.co/1Mb7PVX0cc"
"1355",1354,"2022-04-12 20:40:05+00:00","Two days after testing positive for Covid, Mayor Eric Adams is overseeing New York City’s response to a mass shooting in Brooklyn from Gracie Mansion, where he is in quarantine. He said he's been in “constant communication” with police and fire officials.
https://t.co/e3PvSDnmXB"
"1356",1355,"2022-04-12 20:37:03+00:00","Gov. Kathy Hochul advised New Yorkers to remain “vigilant and alert” following the shooting at a Sunset Park subway station. https://t.co/65WrXUN81S https://t.co/9U3kUId2iI"
"1357",1356,"2022-04-12 20:30:20+00:00","President Biden will lift a ban on sales of higher-ethanol gasoline blends between June 1 and Sept. 15. The White House estimated that allowing E15 to be sold would shave 10 cents off every gallon of gas at the approximately 2,300 stations that offer it. https://t.co/uqU3Zvv4NP"
"1358",1357,"2022-04-12 20:20:07+00:00","South Dakota lawmakers voted to impeach the state’s attorney general, Jason Ravnsborg, who fatally hit a man with his car in 2020. https://t.co/GsEXjanD9U"
"1359",1358,"2022-04-12 20:15:08+00:00","Smoking a joint or taking an edible before getting behind the wheel can pose distinctive risks, experts say, because there’s no standard dose for marijuana. https://t.co/wpbaqDdvyz https://t.co/h4owp9wNrv"
"1360",1359,"2022-04-12 20:10:05+00:00","Many commuters late Tuesday morning riding trains through Brooklyn and Manhattan said they had no choice but to take the subway. Though they've always exercised caution, they said they felt on edge. https://t.co/QW7ypR0D7R https://t.co/G45MutOEbu"
"1361",1360,"2022-04-12 20:00:17+00:00","Ukrainian officials said on Tuesday that they had foiled an attack on a power company by a hacking unit with links to Russia’s largest military intelligence agency. https://t.co/Qbe0ed9qJ9"
"1362",1361,"2022-04-12 19:45:06+00:00","“The only reason to keep secrets is because of shame. I don’t want to do that anymore,” Viola Davis said in an interview with @nytmag. https://t.co/oH32CLkyQH https://t.co/DwKKtNEfb6"
"1363",1362,"2022-04-12 19:37:06+00:00","After facing criticism for inflated prices, Uber and Lyft said on Tuesday that they had paused surge pricing for rides ordered near the Brooklyn subway station in Sunset Park and would refund surge fees charged after the shooting. https://t.co/Q5a7sPFFSr"
"1364",1363,"2022-04-12 19:30:09+00:00","The search for the gunman was hampered by the fact that the Sunset Park station’s security camera system wasn’t working, Mayor Eric Adams said.

Follow along with our live updates. https://t.co/G7IxpgKq7e"
"1365",1364,"2022-04-12 19:30:08+00:00","During the 2020 Atlantic hurricane season, the most active on record, extreme three-hour rainfall rates were 10% higher than they would have been without climate change, a new study found. https://t.co/jS4JzLcUQb"
"1366",1365,"2022-04-12 19:15:12+00:00","Shootings in New York City rose during 2022’s first quarter compared with the same period last year, police officials said last week. https://t.co/HBg1XZLkwc"
"1367",1366,"2022-04-12 19:05:05+00:00","At least 45 people have died on the eastern coast of South Africa after days of torrential rain brought floods and landslides that destroyed homes and roads. https://t.co/AZVlI7S5aU"
"1368",1367,"2022-04-12 19:00:19+00:00","For 46 days, an affluent neighborhood in Babai, a small town outside the northeastern Ukrainian city of Kharkiv, had avoided the shellings so common on its periphery since the Russian invasion began. But around 1:30 p.m. on Tuesday, that changed. https://t.co/YHwDwouEDl"
"1369",1368,"2022-04-12 18:50:04+00:00","A judge banned two YouTubers who staged disruptive prank videos at USC from the university’s campus. According to the lawsuit, the men, who are not students, dressed up as characters from “Squid Game” and staged a fake kidnapping in a classroom.  https://t.co/cPNTIU9WUa"
"1370",1369,"2022-04-12 18:40:06+00:00","Virtually indestructible, these artificial compounds are “everywhere” — dental floss, fast-food packaging, stain-resistant couches and even the Arctic.

Here’s what you should know about PFAS. https://t.co/Foy0O88H64"
"1371",1370,"2022-04-12 18:25:05+00:00","At least 16 people were injured, 10 of them by gunfire, in the subway in Brooklyn during the Tuesday morning rush, officials said, after a man released a canister of smoke and opened fire on an N train. The suspect is still at large. https://t.co/U8uvNYYutA https://t.co/YlUmpCoaY7"
"1372",1371,"2022-04-12 18:15:05+00:00","A painting that was seen by over 1.2 million people who visited a blockbuster art show in Paris “will remain in France as long as its owner, a Russian oligarch, remains subject to an asset freeze,” a French government spokesman said. https://t.co/s3y7WZxv8x"
"1373",1372,"2022-04-12 18:00:15+00:00","“Left on Tenth: A Second Chance at Life,” Delia Ephron’s new memoir, “is less the story of a woman losing a husband than it is that of a woman falling in love again at age 72,” our reviewer writes. https://t.co/Aib8TzzcTL"
"1374",1373,"2022-04-12 17:52:06+00:00","John Butsikares, a freshman at Brooklyn Technical High School, said he had only just started taking the New York subway by himself last fall. Before Tuesday's shooting in Sunset Park, he had never questioned the trips. https://t.co/SVLuKTg8KC https://t.co/yoaNZMpidw"
"1375",1374,"2022-04-12 17:45:59+00:00","Our photographers are documenting the scene in the aftermath of the shooting in Sunset Park, Brooklyn. One was on a train at the 36th street station and witnessed bystanders attending to the victims of the attack. https://t.co/75puZiufIH"
"1376",1375,"2022-04-12 17:30:10+00:00","U.S. food prices rose 8.8% in March from the prior year, the biggest annual increase since 1981. By item:

🥩 The price of beef rose 16%
🍞 The price of flour rose 14.2%
🍊 The price of citrus fruits rose 19.5%
🥛 The price of milk rose 13.3%
https://t.co/XUKLRIPM03"
"1377",1376,"2022-04-12 17:20:09+00:00","A bodega worker heading to his job was in the subway car where the shooting happened in Sunset Park, Brooklyn. He took a video in the immediate aftermath that shows a nearly impenetrable pall of smoke, with passengers huddled on the floor. https://t.co/zrfFkJmhUB"
"1378",1377,"2022-04-12 17:15:09+00:00","Yelp will cover expenses for its employees and their spouses who must travel out of state for abortion care, becoming the latest company to respond as states enact new restrictions on the procedure. Yelp will offer the benefit to workers in any state. https://t.co/J1dNJfUMNU"
"1379",1378,"2022-04-12 17:00:52+00:00","The W and B subway lines were suspended entirely, and portions of the D, N, and R lines were halted, after the attack at a subway station in the Sunset Park neighborhood of Brooklyn.

There were also significant delays on the C, E, F, M and J. https://t.co/Aa8aVSPvM4"
"1380",1379,"2022-04-12 16:56:42+00:00","President Vladimir Putin of Russia said on Tuesday that peace talks with Ukraine had reached a “dead end” and called the evidence of Russian atrocities in the Kyiv suburb of Bucha “fake.” https://t.co/9MVq219VFz"
"1381",1380,"2022-04-12 16:37:33+00:00","Breaking News: At least 16 people were injured, 10 of them shot, after a man in a gas mask set off a canister of smoke and opened fire on a subway train in Sunset Park, Brooklyn, officials said. The police are still seeking the suspect. https://t.co/ccYnt1La0r"
"1382",1381,"2022-04-12 16:34:49+00:00","Witnesses near the site of Tuesday’s shooting in Sunset Park, Brooklyn, described scenes of confusion and panic as the police and the sound of emergency sirens broke through the area. Dozens of police cars filled the streets along Fourth Avenue. https://t.co/8HwwI8h9j2 https://t.co/R9WMbianQ3"
"1383",1382,"2022-04-12 16:20:07+00:00","President Biden and Attorney General Merrick Garland are being regularly briefed on the investigation into the Tuesday morning shooting in Brooklyn that left numerous people injured at a Sunset Park subway platform, officials said. https://t.co/HdLhZB7XAv"
"1384",1383,"2022-04-12 16:14:51+00:00","New York City officials are giving an update on the shooting in Sunset Park, Brooklyn.

Watch live: https://t.co/ONxXOLKfkc"
"1385",1384,"2022-04-12 16:00:10+00:00","For nearly a year, broadening inflation has unsettled consumers, gripped financial markets and tested policymakers. And now energy prices — particularly for gasoline and diesel — have become the leading driver. https://t.co/RfKhpUPZIG https://t.co/PinqnN1dmB"
"1386",1385,"2022-04-12 15:45:08+00:00","Mayor Eric Adams is overseeing New York City’s response to a mass shooting in Brooklyn from Gracie Mansion, where he is in quarantine. He tested positive for the coronavirus two days ago. https://t.co/NweHivPePp"
"1387",1386,"2022-04-12 15:32:08+00:00","Police are seeking a man with a gas mask and an orange construction vest who had been wearing a dark blue outfit that appeared to resemble that of a transit worker, a senior law enforcement official said.

Live updates about the Brooklyn shooting: https://t.co/YeAbAMYsKa"
"1388",1387,"2022-04-12 15:30:10+00:00","The U.S. and other Western allies, along with Ukraine’s government, are examining claims that Russia deployed a chemical agent that sickened a handful of people in Moscow’s unrelenting bid to gain control over the ruined Ukrainian city of Mariupol. https://t.co/q8lfOq6QVL"
"1389",1388,"2022-04-12 15:12:16+00:00","Several schools near the scene of the Brooklyn shooting have activated “shelter in place,” according to a spokesman for the Education Department. A law enforcement official said that the search for the suspect was ongoing. https://t.co/6ZLQ1QFG3x"
"1390",1389,"2022-04-12 15:04:30+00:00","Police and fire investigators are trying to determine the source of smoke in the Brooklyn subway station that was the site of a shooting on Tuesday morning. A police spokesman said that no active explosive devices had been found at the scene. https://t.co/MhEgXzxDFb https://t.co/uHlM0PW57d"
"1391",1390,"2022-04-12 14:50:04+00:00","Consumer prices in the U.S. rose 8.5% in the year through March, with rising gas costs and higher rents pushing inflation to its fastest rate since 1981. So-called core prices — not including fuel and food — climbed by 6.5% in the year through March. https://t.co/2vmWBvgfZw https://t.co/g4NctW0neH"
"1392",1391,"2022-04-12 14:00:30+00:00","A Ukrainian mother wrote emergency contact information onto her 2-year-old daughter's back, desperately trying to prepare her for the possibility of being orphaned.

A photo of Vira's back went viral, symbolizing the anguish of Ukrainian parents. https://t.co/5hIBPpgUWt https://t.co/FvXeVFni2H"
"1393",1392,"2022-04-12 13:52:39+00:00","Several people were shot on the platform of the 36th Street subway station in Brooklyn on Tuesday, officials said. The police are seeking a man in a worker’s vest and gas mask.

Follow our updates. https://t.co/I89OVcr2Jv"
"1394",1393,"2022-04-12 13:39:54+00:00","Breaking News: Brian Benjamin, New York’s lieutenant governor, was arrested in connection with a scheme to funnel fraudulent donations to a prior campaign. https://t.co/eux4n1r8Nq"
"1395",1394,"2022-04-12 13:30:03+00:00","Xi Jinping, China’s top leader, waged a campaign last year to narrow social inequalities by redistributing wealth. But those plans unnerved entrepreneurs, and as Xi prepares to claim a third term, they’re being put on the backburner. https://t.co/GqrQOvFRXZ"
"1396",1395,"2022-04-12 13:23:52+00:00","Breaking News: Several people were shot on a Brooklyn subway platform during the Tuesday morning commuter rush, officials said. The attack occurred at the 36th Street station in Sunset Park. https://t.co/NiP843NRwx"
"1397",1396,"2022-04-12 13:22:14+00:00","Breaking News: Boris Johnson will be fined for breaking UK lockdown rules at Downing Street, making him the first British prime minister to be found breaking the law in living memory. https://t.co/WwAzn2EgOQ"
"1398",1397,"2022-04-12 13:00:07+00:00","Marine Le Pen, the far-right candidate in France’s presidential election, said she supported most sanctions against Russia but opposed those on energy sources.

“I know the consequences that will have for the cost of energy,” she told France Inter radio. https://t.co/IuSX8a0I30"
"1399",1398,"2022-04-12 12:40:31+00:00","Breaking News: U.S. consumer prices increased 8.5% in the year through March, pushed to the fastest inflation rate since 1981 by rising gas costs and higher rents. https://t.co/KNYoLimkft"
"1400",1399,"2022-04-12 12:40:04+00:00","The Russian opposition activist Vladimir Kara-Murza was detained in Moscow after criticizing President Vladimir Putin for the invasion of Ukraine. He was due to appear in court on Tuesday, a local news agency quoted his lawyer as saying. https://t.co/ivFyrOsegH"
"1401",1400,"2022-04-12 12:30:08+00:00","President Vladimir Putin said the “main goal” of the war in Ukraine was “to help people” in the east, the latest sign that Russia will now focus on the battle for the Donbas region. 

“We had no other choice,” he said of his decision to invade Ukraine. https://t.co/1zql94cj6z"
"1402",1401,"2022-04-12 12:15:08+00:00","Colin Jost, one of the stars of “Saturday Night Live,” has ridden the Staten Island Ferry across New York Harbor many times. But on Monday he rode one for the first time as its owner. https://t.co/0GI9wpSGKt"
"1403",1402,"2022-04-12 12:00:12+00:00","The four nominees on the shortlist for this year’s Turner Prize, the prestigious British visual arts award, include Ingrid Pollard, a pioneering Black female photographer, and Veronica Ryan, a Black sculptor who found widespread recognition in her 60s. https://t.co/C0DGnzNyZK"
"1404",1403,"2022-04-12 11:50:05+00:00","President Biden had ambitious plans to deal with climate change when he came to office, but he has largely stopped making the case for them.

What’s behind his retreat? Listen to today’s episode of The Daily. https://t.co/BKTQq7DJLh"
"1405",1404,"2022-04-12 11:30:04+00:00","Tens of thousands of protesters in Sri Lanka’s capital are demanding that the president, Gotabaya Rajapaksa, step down. His efforts to secure his family’s political future have left the country ill-equipped to deal with a growing economic crisis. https://t.co/Ny7mdJmTTN"
"1406",1405,"2022-04-12 11:15:06+00:00","Nokia, whose equipment helps provide internet and communications in Russia, said it was exiting the country because of the war in Ukraine. Word of the Finland-based company’s departure closely followed a similar announcement by Ericsson, a Swedish rival. https://t.co/ujrKFZgPBS"
"1407",1406,"2022-04-12 11:00:07+00:00","To visit his parents in China, Xue Liangquan paid $7,600 for airfare, got a negative Covid test and prepared for a three-week quarantine.

But through bad luck and run-ins with China’s harsh virus rules, he was trapped in quarantine for three months. https://t.co/f1BeOTnZXq https://t.co/YNJf8xmqTG"
"1408",1407,"2022-04-12 10:28:03+00:00","New Zealand will send more than 50 soldiers to Europe to help distribute aid to Ukraine. A majority of them will help transport an enormous amount of military equipment being donated for the war effort. https://t.co/WFFhBju4F7"
"1409",1408,"2022-04-12 10:20:06+00:00","A California woman who tackled a Black teenager at a New York City hotel after falsely accusing him of stealing her cellphone pleaded guilty to a felony hate crime charge stemming from the altercation. Parts of it were captured in a widely seen video. https://t.co/PtX2J8iE2I"
"1410",1409,"2022-04-12 10:10:07+00:00","Britney Spears announced on Monday that she is pregnant. During her successful effort to end her conservatorship, the performer had complained that the team appointed to supervise her had blocked her from having additional children. https://t.co/bFWiQbuUUT https://t.co/mRWpPdn6mE"
