,tweetcreatedts,text,language,username
5,2022-02-25 23:57:35+00:00,"@FoxNews So if Trump is the problem , then why isnt Biden doing anything to help Ukraine besides Sanctions . Is trump influencing Biden tooo!? 🙄",en,Trueboyjames
6,2022-02-25 23:57:32+00:00,"@FoxNews Great news.  Yesterday,  Ukraine army killed 800 Russian soldiers from their own base by missiles attack. Russia underestimated Ukrainian army and it's going to be very difficult for Russia.",en,citizenkaneUSA
7,2022-02-25 23:56:35+00:00,"@FoxNews I think it would be a HUGE mistake to blame Russian Nationals for Putin's actions. it's not like they even had a vote. I think there will need to be military support for Ukraine, and anything else is just missing the mark",en,Tony4Ray
8,2022-02-25 23:56:27+00:00,@FoxNews Why didn’t trump and republicans help Ukraine without qui pro quo? https://t.co/OFw89M43sw,en,torbor_n
9,2022-02-25 23:56:16+00:00,"@FoxNews Fox News strong supporter of Russia and Putin if they can score a political hit on a Democrat. ""US Citizens"" https://t.co/plYG5NqMLH",en,jim_kappus
10,2022-02-25 23:56:06+00:00,@FoxNews Exactly HOW does that help the free people of Ukraine?,en,ed37653627
11,2022-02-25 23:55:55+00:00,"@FoxNews Putin's govt threatened #Finland &amp; #Sweden not to think of joining NATO. \n\nI think now not later is best to join, unless they want to be part of Russia's demilitarized colonies later on",en,Igoraskyo
12,2022-02-25 23:55:55+00:00,@FoxNews Didn’t Bernie go on his honeymoon in Russia? Trump needs to be careful how he words things in this..,en,souffan21
13,2022-02-25 23:54:33+00:00,"@FoxNews If President of Ukraine is killed this country, BIDEN has blood on his hands yet again.",en,tommy_carlucci
14,2022-02-25 23:54:13+00:00,@FoxNews Why don't you do something about Russia and stop airing Russian propaganda via Tucker Carlson and Laura Ingraham.,en,KielBaylot2
15,2022-02-25 23:53:25+00:00,@FoxNews But fox cheerleads ignoring Ukraine.,en,chedancer
16,2022-02-25 23:52:13+00:00,"@FoxNews Ukraine, abandoned by the west after laundering so much money for them.\nso naturally the west pretends this is about democracy.",en,Johnathanwainr1
17,2022-02-25 23:52:05+00:00,@FoxNews Good. Western businesses can and should crush Russia’s economy.,en,airmarshll
18,2022-02-25 23:50:35+00:00,@FoxNews Didn’t Pence’s administration withhold military aid to the Ukraine for purely political reasons?  Didn’t that administration cut NATO funding and attack NATO?  Pence and the GOP are reprehensible.,en,HerbertHerzog3
19,2022-02-25 23:50:05+00:00,"@FoxNews @LaraLeaTrump Helping the resistance! Of course not. trump WOULD HAVE OPNED THE GATES TO UKRAINE HIMSELF.\n\nLET’S GO, trump!",en,Autochtonous_
20,2022-02-25 23:49:54+00:00,"@FoxNews My secret conspiracy theorist hopes that China is punking Russia, pretending to support them while working behind the scenes to undermine them. \n\nSeems unlikely, but this story gives me hope.",en,vinny24240701
21,2022-02-25 23:48:06+00:00,"@FoxNews Russia economy will suffer internal injury soon, they should a better way to solve this matter pls",en,olawonder3
22,2022-02-25 23:47:46+00:00,@FoxNews Does he mean not like when he and TFG withheld weapons from Ukraine?,en,music_election
23,2022-02-25 23:47:33+00:00,"@FoxNews Hey, Pence was part of the trump administration that extorted Ukraine for dirt on Biden.  Remember Trump blocked $millions  in military aid!",en,808bakatan
24,2022-02-25 23:44:55+00:00,@FoxNews should be SHUT DOWN ASAP as they are paid by Russia. https://t.co/mk5z8hHFd7,en,Kath2252
25,2022-02-25 23:44:00+00:00,@FoxNews I bet Ukraine would love the billions of dollars in firepower that Biden left in Afghanistan.,en,DaleTrask1
26,2022-02-25 23:43:31+00:00,"@FoxNews why dont president of ukraine declair a NO FLY Zone in ukrainian air space?To Nato and USA,would this help him?even tho no Nato troops on ground they could fire missels from other ? to help knock off russian attack",en,djbilly_wm118
27,2022-02-25 23:43:23+00:00,"@FoxNews Probably should’ve joined NATO to be fair. If Ukraine was a member, Russia would already be F’d in the A by now.",en,NotAnotherMatt1
28,2022-02-25 23:42:26+00:00,@FoxNews This is as good a time as any to remember that Zelenskyy did NOT capitulate to Trump's extortive attempt to manufacture BS - which could have been potentially devastating to Biden if he had. This man IS a hero. Our minds and hearts are with him and the heroic people of Ukraine.,en,saffirebluegem
29,2022-02-25 23:41:41+00:00,"@FoxNews China and Russia are right next to each other geologically. Chinese are much more anxious watching Putin 's madness unfold. What would stop Putin if he decide to invade China or India, or other neighbours?",en,HennessyXuyi
30,2022-02-25 23:40:38+00:00,"@FoxNews Ukraine thanks, condemns, and warns! Russia said, ""No attacks."" https://t.co/k1aM38QKxv https://t.co/YSDYo1S1d0",en,Hobbs77449276
31,2022-02-25 23:40:11+00:00,@FoxNews After all that Ukraine has done for Hunter Biden only to be ghosted by his pops,en,Killerkohl88
32,2022-02-25 23:39:51+00:00,"@FoxNews Observation: If some how Ukraine miraculously comes through this remaining as it’s own independent country; they will reflect and build their own military as strong as possible, realizing they were not able to count on the U.S. after we told them they could.",en,reallybillyi
33,2022-02-25 23:39:15+00:00,@FoxNews Yep Trump had his buddy Pissant Putin invade Ukraine because Ukraine's President wouldn't do a Quid Pro Quo with him,en,Ronkor5
34,2022-02-25 23:38:39+00:00,@FoxNews That’s so sad I’m ashamed my heart goes out to those people of Ukraine it doesn’t have to be this way they’ll be blood on our hands Forgive us God,en,Michael33347778
35,2022-02-25 23:38:04+00:00,@FoxNews That doesn't make sense 🤦\nRussia 🇷🇺 is NOT our enemy.,en,JeffLMonaghan
36,2022-02-25 23:37:14+00:00,"@FoxNews \nAmerica knows that Carlson lovesvkilling people, just look at the Pandemic and his lies!\nBut now he’s backing Hitlers best friend Putin! He’s so very happy people are being killed in Ukraine!\nSo the truth is, Fox News loves to see people killed  anywhere in the world!",en,slydog2012t
37,2022-02-25 23:35:38+00:00,@FoxNews If you like stopping Putin's tanks then please stop Putin's tank named #TuckerCarlson and take him off your prime time. #Ukraine #IStandWithUkraine,en,alexlimeq
38,2022-02-25 23:34:52+00:00,@FoxNews @CNN @JoeBiden is going to his Delaware home and there is a war in Eukraine…- Russia may take the city and Biden is going night night with his teddy bear and milk and cookies in Delaware.  What the hell kind of a President is this????? Throw Biden out!!,en,barbarajdona
39,2022-02-25 23:34:10+00:00,@FoxNews Ukraine is the deep.state rathole of the globe. We all.know it and Biden initiated this war.  Or his handlers.,en,su_mcleod
40,2022-02-25 23:33:17+00:00,@FoxNews Biden does realize that the Russians have actually invaded Ukraine and are murdering people??,en,zuko7381
41,2022-02-25 23:32:35+00:00,"@FoxNews This is very silly to say Ukraine is not US &amp; Europe’s issue. Ukraine is going to establish the future of the world, where there is no rule of law. Where each country can attack &amp; occupy another country without interference from UN or other international agencies.",en,Mohamma99601145
42,2022-02-25 23:31:42+00:00,@FoxNews @Mike_Pence seemingly forgets his former boss wanted to prevent any aid going to Ukraine.\n\nIt’s also a wee bit hard to call a man a “strong” leader when he’s too chicken to actually fire people himself. \nAnd one who hides in a nuclear safe bunker b/c there’s a peaceful protest.,en,abigail_doull
43,2022-02-25 23:31:30+00:00,@FoxNews Trump withheld Pre authorized weapons from Ukraine!,en,bruceach
44,2022-02-25 23:31:00+00:00,@FoxNews I believe your reporter Trey Yingst in Ukraine is out of line. Yesterday the invasion was a Blitzkrieg earlier today every one is walking around with a AK47 and just at 6pm there is no place to hide and the blood is going to flow He's not helping the Ukraine People,en,Allworn_out
45,2022-02-25 23:29:20+00:00,"@FoxNews John Kerry… take your climate change &amp; stick it!!! China is building numerous new coal fired plants, Russia the same so why is America the only one who is destroying itself when no other country is concerned???  You n ur progressive squad need to leave America!!!",en,DavidVa88518510
46,2022-02-25 23:28:07+00:00,@FoxNews Make sure to shred the documents linking Biden and the deep state to the raping of Ukraine before Putin arrives.,en,rtcolacino
47,2022-02-25 23:27:59+00:00,@FoxNews What is Ukraine have to do with the american supreme court?,en,lmagri13
48,2022-02-25 23:27:36+00:00,"@FoxNews Really?  money is running out?  can renounce citizenship?  we are bad Russians, and for 8 years we were killed in Ukraine, you didn’t say anything about the war.  How do you like the children of Donbas or Lugansk, all those people who were killed in 8 years?  Do you want peace?",en,katerin29718749
49,2022-02-25 23:27:22+00:00,"@FoxNews FOX just trying to cover their butts for advocating, no CHEERING so much and so strongly for Russia over innocent Ukraine. https://t.co/im27Pkge1R",en,Pr0lix_A_lax
50,2022-02-25 23:27:15+00:00,@FoxNews Ban all flights to and from Russia to and from EU  Britain NATO countries and US. If Russians want to fly to paid they can drive to Poland. All students with Russian passports should be released and sent home. All embassies closed. What would you do if they took your freedom?,en,NeonsFor
51,2022-02-25 23:26:37+00:00,@FoxNews \n@GOP \nVolodymyr Zelensky has done a better job protecting Ukraine against a Russian attack than Donald J Trump did protecting the US Capitol on 1.6.21. \nhttps://t.co/8rWiDwGAuH,en,tinfoilted1
52,2022-02-25 23:26:36+00:00,"@FoxNews Trump yesterday bragged about what Putin got from his invading Ukraine. Put that on your entertainment show. Prove me wrong, you won't have the balls to post it.",en,HindtTimmy
53,2022-02-25 23:26:20+00:00,@FoxNews \n@GOP \nVolodymyr Zelensky has done a better job protecting Ukraine against a Russian attack than Donald J Trump did protecting the US Capitol on 1.6.21. \nhttps://t.co/8rWiDwGAuH,en,tinfoilted1
54,2022-02-25 23:26:10+00:00,@FoxNews @potus &amp; European leaders know very well that those sanctions won’t work at all. This would be stain on US &amp; Europe’s image for abandoning Ukraine. This is obvious Putin wouldn’t invade Ukraine if there was a serious military ultimatum from US &amp; Europe. (1),en,Mohamma99601145
55,2022-02-25 23:26:09+00:00,@FoxNews \n@GOP \nVolodymyr Zelensky has done a better job protecting Ukraine against a Russian attack than Donald J Trump did protecting the US Capitol on 1.6.21. \nhttps://t.co/8rWiDwGAuH,en,tinfoilted1
56,2022-02-25 23:26:07+00:00,@FoxNews We The People are not stupid! The more you “report” about Ukraine the worse you sound! Why don’t you report about all the corruption &amp; the individuals involved?,en,ea14693072
57,2022-02-25 23:26:04+00:00,@FoxNews Russia`s OUT! (With Putin in charge that is),en,Mario01082048
58,2022-02-25 23:25:09+00:00,"@FoxNews Covid ends &amp; all eyes are on the Ukraine?? That's why Brandon didn't care about the botched departure from Afghanistan, it's all planned.",en,David99054950
59,2022-02-25 23:24:57+00:00,@FoxNews A few days ago Fox was defending Russia.\nThey’ve seen the wind was blowing in a different direction.,en,RichardKbach
60,2022-02-25 23:24:09+00:00,@FoxNews Considering Russia attacked cargo ships from nato countries today why aren't we involved?,en,hicks_branden
61,2022-02-25 23:23:58+00:00,@FoxNews Foxnews banner prepared for Ukraine falls post. https://t.co/AT8C9QEg1V,en,dhowes3
62,2022-02-25 23:23:07+00:00,@FoxNews In the United States COMMUNIST FACEBOOK censors free speech so what is the difference between here and Russia?,en,jawolfe00
63,2022-02-25 23:22:48+00:00,@FoxNews Sure. Awfully convenient of her. Seize her assets and deport her to Russia along with her dad.,en,FeeJon
64,2022-02-25 23:22:35+00:00,"@FoxNews The only tactic we could have taken would have been a bilateral security pact with Ukraine followed by 60,000 US troops rapidly deployed to Ukraine through Poland a month ago, INCREDIBLY DANGEROUS to planet earth. \n\nNot even Trump would have pulled such a risky move.",en,Jerry_lay_II
65,2022-02-25 23:21:58+00:00,@FoxNews Bullshit. \nPutin had to delay his plan to take Ukraine while Donald Trump was in office BECAUSE he knew President Trump wouldn't play ineffectual sanctions and stupid political negotiation games.,en,RealJockBeems
66,2022-02-25 23:21:35+00:00,"@FoxNews Sorry Fox, your coverage of the Ukraine invasion has been pathetic. 48 hours of talking heads so far with no real news other than commentary. TV is a visual medium, that’s why we watch. Show us real battle footage sissies!",en,billtown111
67,2022-02-25 23:19:55+00:00,@FoxNews This will not end soon  Start tweeting people who can actually get things done. Media...world leaders...rich people.  Russia now threatened international space station.,en,MARYMANDZIJ
68,2022-02-25 23:17:54+00:00,"@FoxNews Stupid, hyper partisan bullshit like this did more to help Putin invade Ukraine than anything else.",en,DWizzle1969
69,2022-02-25 23:17:27+00:00,@FoxNews Limited progress😝 👏 Fox Ukraine is burning inside out.,en,ProperChelsSW6
70,2022-02-25 23:17:11+00:00,"@FoxNews But Tucker Carlson doesn't think so. Like trump, he applauds Putin's ""genius"" and ""savvy"". Trump would have done nothing to help Ukraine, and as we know, withheld weapons for Ukraine to shake them down and coerce them into falsely smearing Joe Biden.",en,CocoRococco
71,2022-02-25 23:16:20+00:00,@FoxNews Ban Russia from all sports,en,NathangadI
72,2022-02-25 23:16:13+00:00,"@FoxNews comments here suggest that many are hypocrites. silent 🐷. not supporting Putin really on his decisions but i am not really judging him either. but civilian deaths are what matters here. both, West and Russia are guilty of those. So is Ukraine.",en,TkovlaC
73,2022-02-25 23:15:02+00:00,@FoxNews The whole world is taking notice and finding out our leaders are weak and spineless. Just like Ukraine's people we'll be hiding underground too. THANKS @POTUS,en,MBT101010
74,2022-02-25 23:14:52+00:00,"@FoxNews What ""action"" @Mike_Pence? What specifically do you suggest? We ARE providing weapons and support to the courageous people of Ukraine. What else do you have in mind?",en,bk5137
75,2022-02-25 23:14:25+00:00,@FoxNews WTF???Marsha.  Go to Russia.,en,sandy_lusk
76,2022-02-25 23:14:22+00:00,"@FoxNews The democrats encouraged Ukraine to be firm, knowing that they would abandon it militarily in the event of war. Ukraine had to ban men from leaving the country to stay and fight.  If Ukrainians had known they would have to fight alone, what would have happened?",en,QcCeeBee
77,2022-02-25 23:13:57+00:00,@FoxNews This guy played himself. Nato and the US were never going to get involved. Start WW3 for Ukraine? That just isn't going to happen. It's sucks but that's reality.,en,Gambenoo
78,2022-02-25 23:13:52+00:00,"@FoxNews @TuckerCarlson Well, the US doesn't import gas from Russia, so in Layman's terms, no, he doesn't and this sentence is super stupid.",en,JDescob
79,2022-02-25 23:13:16+00:00,@FoxNews A president was impeached on Ukraine. Wonder who that was. Lmfao!!,en,Islejock
80,2022-02-25 23:12:08+00:00,@FoxNews He’s a concerned citizen of Ukraine?,en,PlantsSociety
81,2022-02-25 23:10:36+00:00,@FoxNews Let us NEVER FORGET this unforgettable Hillary moment. So exactly WHO aided Russia again? https://t.co/43LYzyiasE,en,JOelschlegel
82,2022-02-25 23:10:35+00:00,@FoxNews Vlad must be a Democrat! He took a page out of the lefts playbook and is justifying his invasion by claiming to De-Nazify Ukraine.,en,ChrisSSisco2
83,2022-02-25 23:09:30+00:00,"@FoxNews America is the biggest fearful country in the world. Biden is telling news like a news anchor. Damn it. America is insulting Afghanistan, Ukraine everywhere. America is a cheater. America destroys many countries for its own benefit. First speaks,will support, then runs away  Is.",en,shyamguptaj
84,2022-02-25 23:08:51+00:00,@FoxNews And Biden stil buying oil from Russia to support their war effort.,en,usajsm1
85,2022-02-25 23:08:19+00:00,@FoxNews Reminder: Trump called this invasion from Russia “genius”.,en,RichardMilikin
86,2022-02-25 23:05:58+00:00,@FoxNews I don't understand why everybody's so concerned about what's going on what's going on with Russia and another country other country maybe we should open our eyes and looked at actually what's really going on in our own country Before we worry about other countries,en,heavyhauler2020
87,2022-02-25 23:05:05+00:00,@FoxNews Stop backing Putin get Tucker Carlson of air. Russia is killing women and children and he is backing him,en,Gedmm
88,2022-02-25 23:04:53+00:00,"@FoxNews US has satellites that can take out whole cities in seconds. This is test. US needs to ignore and move on. If Ukraine wants democracy let THEIR kids fight for it. I call BS on this whole drill.  I would rather Putin own Ukraine than Biden, so Biden cant launder money thru it",en,northgareman
89,2022-02-25 23:04:53+00:00,@FoxNews @LaraLeaTrump She's actually correct.  Trump would have handed Ukraine over willingly.  Remember Trump withheld military arms for dirt on Biden.  It's called EXTORTION! https://t.co/DDEU9xUm9M,en,808bakatan
90,2022-02-25 23:04:43+00:00,@FoxNews America/China relations are the same as Russia/Europe.. Both have to much money in each to make any real https://t.co/nqhtMimoUz any sort of sanctions...,en,OldBlueyes
91,2022-02-25 23:04:29+00:00,@FoxNews The humanitarian crisis is grounds for a no fly zone on western borders of Ukraine and Belarus,en,N19621044Joshua
92,2022-02-25 23:04:01+00:00,@FoxNews #RepublicansForPutin \n\nSend your donations now to @GOP if you support Russia's invasion of Ukraine.,en,idontgethowthis
93,2022-02-25 23:03:38+00:00,@FoxNews What the F did Trump do to help the Ukraine?,en,eisemann_duana
94,2022-02-25 23:02:48+00:00,"@FoxNews They wouldn't want their weaponization of social media against the west to be weaponized against them, would they?\nRussia &amp; their GOP allies are trying to sell a 'Strawberry Fields rationale' to their actions.\nA world where nothing is real, and living is easy with eyes closed.🍓",en,Tweetocratic
95,2022-02-25 23:02:37+00:00,@FoxNews So Russia is in FB jail like Trump was?,en,OldeFarmNick
96,2022-02-25 23:01:00+00:00,@FoxNews Agree. Where are you? I’m under-awed at the U.K. response but the US is supposed to lead the way as the ‘allied nuclear super power’. I’ve seen Joe say a few words but Putin isn’t trembling. If the US doesn’t show its teeth then we will all be at the mercy of Russia and China.,en,HappyOldMan1966
97,2022-02-25 23:00:51+00:00,@FoxNews Why not attack Russia like you did in 2003 to oust Sadam?,en,ilbelgicain
98,2022-02-25 23:00:26+00:00,"@FoxNews Isn’t she the one that did the reset button with Russia? Yeah,Trumps fault? Ask yourself why Putin didn’t invade Ukraine while Trump was in office? We all know why he waited…",en,PatrickKiser1
99,2022-02-25 23:00:17+00:00,"@FoxNews MOVE TO RUSSIA!!! Except, there are many Russian citizens who have enough of their murderous 'leader', so they wouldn't want you either. How about MARS, faaar away, perfect! You 'conspiracies, lies &amp; propaganda hosts' are disgusting. Someone needs to shut you down.",en,Maggie19427809
100,2022-02-25 22:56:59+00:00,@FoxNews Bro they always had controlled internet in Russia if I’m not mistaken,en,BwasGoat44
101,2022-02-25 22:56:39+00:00,"@FoxNews And, Russia gives more freedom than Facebook",en,ShibbieSmalls
102,2022-02-25 22:56:35+00:00,@FoxNews Trump illegally withheld congressional approved aid from Ukraine and tried to blackmail them with it. Putin didn’t need to attack. Trump did it.,en,eisemann_duana
103,2022-02-25 22:56:33+00:00,@FoxNews Of course China supports Russia both are ruled by tyrannys.,en,bobbyleebrown64
104,2022-02-25 22:56:11+00:00,"@FoxNews This is shameless Fox. World order is NOT on the verge of collapse by any stretch. Russia, not Biden, is attacking the sovereign nation of Ukraine. Biden, and MY America, are responding correctly and in concert with the world community. Why do you choose to be on the wrong side?",en,schweitzermusic
105,2022-02-25 22:56:10+00:00,"@FoxNews Pence never opened his mouth, when Manafort and Trump was selling Ukraine out.",en,VinetMc
106,2022-02-25 22:55:25+00:00,@FoxNews Hold the 7 senators that visited Russia accountable!,en,xoxodroo
107,2022-02-25 22:55:14+00:00,@FoxNews We need to close all the Trump hotels in Russia and confiscate their billions in “loans” to the Trump organization. Don Jr is using that money for orgies with Kim G in the Tampa area. Big swinger community there. They need to be stopped.,en,thompson_marv
108,2022-02-25 22:54:36+00:00,"@FoxNews That's fine because the whole World is ""Standing"" with Ukraine, and sharing cute photos of illuminating structures with yellow and blue.",en,ShibbieSmalls
109,2022-02-25 22:54:31+00:00,@FoxNews @TuckerCarlson I’m surprised Tucker hasn’t blamed Black Lives Matter yet for invading Ukraine after he said he supported Russia in the conflict like a former Soviet asset.,en,Watchman2121
110,2022-02-25 22:54:25+00:00,"@FoxNews I like how patriots in Ukraine defend their Capitol, instead of attacking it.",en,vegasdead
111,2022-02-25 22:54:01+00:00,@FoxNews This is an impossible mission because Russia is one of 5 countries that have veto rights to any United Nations’ resolutions. UN are always handicapped towards those 5 countries.,en,wayne_li888
112,2022-02-25 22:54:01+00:00,"@FoxNews The EU is a joke, if they are not going to give Ukraine the help they need, they will regret it. In the meantime, God will provide. Even if Russia take Ukraine tonight, God will give victory to Ukraine. Russia don’t know the power of God, I do!",en,pamelaj01101616
113,2022-02-25 22:53:42+00:00,@FoxNews @MarshaBlackburn It’s extremely inappropriate that GOP legislators are at CPAC during Russia-Ukraine war,en,john6432
114,2022-02-25 22:53:34+00:00,@FoxNews Russia vetoed a UN resolution condemning actions in Ukraine.,en,Ekateri996
115,2022-02-25 22:52:58+00:00,@FoxNews Russia will ultimately be disgraced out of Ukraine just as America under Biden  was disgraced out of Afghanistan ! But the human and material costs would be high.,en,IgbinedionVC
116,2022-02-25 22:52:23+00:00,@FoxNews Maybe Russia bought a painting of of Hunter,en,RichieSpa
117,2022-02-25 22:51:36+00:00,@FoxNews Stop buying Russia oil open up our o fields!,en,MakitaRick
118,2022-02-25 22:50:38+00:00,@FoxNews Many prayers for the people of Ukraine 🇺🇦,en,Douglas_Lowe_13
119,2022-02-25 22:50:24+00:00,@FoxNews We don’t have to imagine what could happen to Ukraine under Trump - we already know:  nothing.  No invasion.  No war.  Alpha male Trump and stood up to alpha male Putin.  The bully met his match.,en,Ggschymik
120,2022-02-25 22:50:07+00:00,@FoxNews Time to turn on the webcam. Hopefully everyone is out of Ukraine and at a safe place tho.,en,James60539621
121,2022-02-25 22:49:33+00:00,@FoxNews Might be a great time to rehash Trump’s first impeachment. The one where he withheld Congressional mandated military aid to extort Ukraine to help him with the 2020 election.,en,RichardMilikin
122,2022-02-25 22:49:30+00:00,"@FoxNews Ukraine is the size of Texas, can imagine occupation of Texas. The USA and the Soviet Union both tryed to the occupation of Afghanistan,  it is also the size of Texas. \n       Russia may defeat the Ukrainian Military but they will not defeat the Ukrainian people.",en,william11098641
123,2022-02-25 22:48:55+00:00,@FoxNews We need to send Ukraine night vision goggles.  Just saying.,en,EvanGuzman24
124,2022-02-25 22:48:41+00:00,"@FoxNews I like how patriots in Ukraine defend their Capitol, instead of attacking it.",en,vegasdead
125,2022-02-25 22:48:38+00:00,@FoxNews As much as I didn’t  care for DJT.  No invasion happened under his watch.  It is also worth mentioning Crimea was annexed by Russia when Obama was President  and Biden as VP.,en,ebearabc
126,2022-02-25 22:48:37+00:00,@FoxNews I hope kyiv falls tonight and the Russian flag can fly over all of the Ukraine.. we deserve it,en,bekind_always69
127,2022-02-25 22:48:11+00:00,"@FoxNews Every death ☠️ in this will be on the shoulders of vlad ""the failure"" Putin. Remove Russia from the UN, and from every aspect of European trading.",en,JoeyJ1970
128,2022-02-25 22:45:46+00:00,@FoxNews Trey Yingst great reporting of Ukraine/Russia. He should be given a special award.,en,jeanne_marando
129,2022-02-25 22:45:15+00:00,"@FoxNews What do you think will happen if Russia is Iran, Korea or Pakistan???",en,danhausakd
130,2022-02-25 22:44:40+00:00,@FoxNews After he closed the USA pipeline and started by oil\nand gas from Russia??,en,Casual_Musings
131,2022-02-25 22:44:29+00:00,"@FoxNews Xi Jinping &amp; CCP watched Biden’s response to Russia. They’re very worried.\n\nAll of them have Billions kept in the West!!!\n\nIf Biden can get US, UK &amp; EU to sanction Putin, Xi &amp; CCP Officials will certainly be sanctioned too.\n\nBiden kills 2 birds with one stone. 😁🇺🇸👏",en,ChanKobrick
132,2022-02-25 22:44:28+00:00,@FoxNews I bet that’s a huge relief to the Ukraine. These two ass hats couldn’t handle being royals.,en,TrixieSimone
133,2022-02-25 22:44:24+00:00,@FoxNews Why did Trump not help Ukraine when he had a chance? Putin said do something else is the answer. https://t.co/F4RUmDco9P,en,eddiphillips
134,2022-02-25 22:44:16+00:00,@FoxNews This is just a game for fun of those loving to waste world's money. Russia has the UN Security Council veto power.,en,HoangHuuPhuoc
135,2022-02-25 22:43:54+00:00,@FoxNews Yeah we could… but we sat idle by when Trump held millions of dollars in Ukraine Military Aid!,en,MikeOxb28738209
136,2022-02-25 22:43:45+00:00,@FoxNews The pro Russia network is now worried about Ukraine?,en,janiethelady
137,2022-02-25 22:43:42+00:00,@FoxNews Russia is taking notice of Fox News pro-Russia propaganda.\n\nhttps://t.co/eIdSGE9bzS,en,theAJspeaks
138,2022-02-25 22:43:15+00:00,"@FoxNews Shut up Fox News, if Biden was to send troops into Ukraine and lead out Russian troops. Fox News would blow up on how Biden started a war and was no need to send in troops.",en,AngelElorza88
139,2022-02-25 22:43:15+00:00,@FoxNews We shud no longer do business with Russia in anyway.,en,Pookie29517186
140,2022-02-25 22:43:14+00:00,@FoxNews Business as usual under Biden as we let the Ukranians  die . We had them give up their Nukes and we said we had their back . Now US and EU are letting them die . Cut Russia off. Stop buying from them . $6 per gallon gas in US is a small price to pay to stop the Russians.,en,frank1putts
141,2022-02-25 22:42:14+00:00,@FoxNews Let’s remember DJT was not a help to #Ukraine https://t.co/vQ8xjKqnYb,en,DeeWadsworth
142,2022-02-25 22:41:45+00:00,"@FoxNews I'll pay whatever I have to at the pump if it will get Russia to leave a free country alone.  Let's remember, Alaska once belonged to Russia also.",en,KMaldon57599967
143,2022-02-25 22:41:00+00:00,@FoxNews Yep - like exporting Tucker Carlson back to Russia!,en,Reconstruct481
144,2022-02-25 22:39:23+00:00,@FoxNews has now cut 2 interviews early when people helping Ukraine have asked for donations.  Today w @TeamCavuto and last night w @TuckerCarlson.,en,Nichopsc
145,2022-02-25 22:39:03+00:00,@FoxNews Shouldn’t have withheld military aid to Ukraine that got Trump impeached.,en,ZGare
146,2022-02-25 22:38:31+00:00,"@FoxNews Well, with Trump as president, the Oligarchs in Russia are happy.",en,StefanieTiels
147,2022-02-25 22:38:06+00:00,@FoxNews Fox puts Russia first as they trash Americans!!   Turn off Fox forever.,en,Reconstruct481
148,2022-02-25 22:37:10+00:00,"@FoxNews ""Hey guys, remember that fun time when TDG* tried to withhold the sale of Javelin anti-tank missiles to Ukraine so that he could extort Ukraine into digging up 'dirt' on a political opponent? Fun times, eh?""\n\n(*TDG = ""The Defeated Guy"".)\nhttps://t.co/ApkjToHoSO",en,rantonstupidity
149,2022-02-25 22:37:08+00:00,@FoxNews 24 hour coverage of Russia/Ukraine while America is ignored.,en,VickiDodd6
0,2022-02-26 23:59:04+00:00,@FoxNews pundits ALWAYS spin any truth into a cesspool of lies the second it's news.\nThe lies about the Russian invasion of Ukraine definitely didn't age well for Tucker rhymes with F****r Carlson.,en,Jay_Lee_C
1,2022-02-26 23:57:37+00:00,@FoxNews #NancyPelosi is the embodiment of America's divide. She tears a state of the union address when the tie is red and wants us to comprehend 'the brilliance' of the person wearing the blue one. The Ukraine situation will be recorded as America's greatest betrayal orchestrated by WH.,en,AlazarIsmael
2,2022-02-26 23:56:15+00:00,@FoxNews @seanhannity Comrade Sean is blaming anyone but his boss Putin! How come Sean didn’t say **** about energy dependence on Russia during his master tyrant Trump presidency?,en,fdlion57
3,2022-02-26 23:56:08+00:00,"@FoxNews FOX made a lethal miscalculation siding with the enemy, Putin. The world stands with Ukraine. The world stands with democracy.  FOX stands with murderous dictators.",en,dd1957b3f4394dc
4,2022-02-26 23:54:58+00:00,@FoxNews Think you NATO! You are with Russia and you have packt with Russia. The same Theater you had with other Country... https://t.co/SZbAGbf0JF,en,Adriano82928195
5,2022-02-26 23:54:50+00:00,@FoxNews @gen_jackkeane Lol since when did you guys become all pro Ukraine?,en,Jfgg81Juan
6,2022-02-26 23:54:47+00:00,@FoxNews Y’all happy being Sleep you Russia Lovers.,en,MetaPowerMan
7,2022-02-26 23:54:46+00:00,@FoxNews Roman may be a good guy but Putin is evil. Putin made an unprovoked war against Ukraine and he should suffer the consequence of his actions. Russians should depose him. #StandWithUkraine,en,jundavid2000
8,2022-02-26 23:54:09+00:00,@FoxNews @gen_jackkeane Didn't @TuckerCarlson say he was rooting for Russia?,en,DocJDoe
9,2022-02-26 23:54:08+00:00,"@FoxNews Regardless of what MSM reports, Ukraine is going asymmetrical soon.",en,ebearabc
10,2022-02-26 23:53:47+00:00,@FoxNews @gen_jackkeane God save #Ukraine,en,MiguelMedina__
11,2022-02-26 23:53:42+00:00,@FoxNews @gen_jackkeane friendly reminder that Trump's first impeachment was over withholding aid Ukraine in return for political favors... @FoxNews keep Ukraine's name out of your mouth,en,No__Wake
12,2022-02-26 23:53:09+00:00,@FoxNews Russia doesn't care about sanctions because Russia was prepared for more than 20 years and can manage to win the war and put the European countries on is knees.,en,Freemanking7
13,2022-02-26 23:53:03+00:00,@FoxNews @gen_jackkeane Didn’t Tucker say that Ukraine isn’t a democracy?,en,trentplaysbass
