,Unnamed: 0,tweetcreatedts,text,language,username,label,score
2034,25,2022-02-03 20:39:15+00:00,@FoxNews Too little too late.... Putin knows weakness when he sees it.  But hey no uncomfortable tweets as Russia invades an ally !,en,tim_stah,Negative,0.7866210341453552
2035,26,2022-02-03 20:25:08+00:00,@FoxNews looks like Russia will attack Ukraine and we are sending troops - miss Trump Pres of peace!,en,checkerstoday1,Negative,0.8052554726600647
2036,27,2022-02-03 19:50:34+00:00,@FoxNews He means he supports Russia and doesn’t want to irk Daddy Putin,en,Corey95574956,Neutral,0.5916399955749512
2037,28,2022-02-03 19:23:38+00:00,"@FoxNews Major ISIS leaders killed, and Russian attempt to use fake attack as a pretext to invade Ukraine exposed. And Fox news is talking about Biden not talking pretty enough about police. Wow. What would Fox headlines be if it were trump who accomplished that?",en,kgh428NY,Negative,0.8749154806137085
2038,29,2022-02-03 19:22:15+00:00,"@FoxNews Thank you for your service and I hope you take that seat because Omar needs to go! She can head on over to China, Russia or Iran with the rest of the America haters.",en,gwpersilver,Negative,0.7659180760383606
2039,30,2022-02-03 19:16:34+00:00,"@FoxNews Rubio did NOT say "" fight the war in Ukraine"".\nOnly Fox News said that.\nThere is a civil war in eastern Ukraine already &amp; NATO troops are currently training Ukrainian military to kill ethnic Russian civilians around Donbass.",en,Reforma92950774,Negative,0.8648834228515625
2040,31,2022-02-03 19:14:14+00:00,"@FoxNews How strange, the United States brought the Nazi regime to power in Ukraine, with murders by terror, with state veneration of fascists, swastikas, torchlight processions, etc. And in the Baltic States as well.",en,PravdaPoOcham,Negative,0.9010420441627502
2041,32,2022-02-03 19:06:29+00:00,@FoxNews Hard to say about the natives but Ukraine holds NO strategic value for the US. None. No US/NATO troop deployments to Ukraine. \nLet Russia die there.,en,RAPhil,Negative,0.8276768326759338
2042,33,2022-02-03 18:48:30+00:00,@FoxNews If you send troops to the border Russia is within its rights to send troops to Mexico to protect Mexican sovereignty sorry thems the rules.,en,FatandBlasted,Neutral,0.7724795937538147
2043,34,2022-02-03 18:43:07+00:00,"@FoxNews Well, if you feel that way why not pull your music because J Biden is more concerned with Russia than the USA. I can live without music, but food is more important, gas, jobs and above all freedom. I promise socialism won't let you sing what you want to once they are in control.",en,MungaFunga,Negative,0.6844817996025085
2044,35,2022-02-03 18:35:59+00:00,@FoxNews I think he is concerned being confrontational to Russia may have a negative impact on his and GOP funding…,en,Stephenjohnwebb,Negative,0.5537045001983643
2045,36,2022-02-03 18:32:20+00:00,@FoxNews Rubio also told Manu Raju that he's almost certain Russia will invade Ukraine.,en,DaEyeInTeam,Negative,0.5965579152107239
2046,37,2022-02-03 18:29:34+00:00,@FoxNews Russia agrees. https://t.co/QfK8irpAHm,en,NuvoDiogenes,Neutral,0.8534661531448364
2047,38,2022-02-03 18:14:54+00:00,"@FoxNews Tovarish Rubio, spasibo on behalf of mother Russia. Premier Putin sends its best too.",en,rryancc,Neutral,0.5497356057167053
2048,39,2022-02-03 18:13:55+00:00,@FoxNews No he is rooting for Russia!,en,kikirodi64,Negative,0.6819419264793396
2049,40,2022-02-03 18:11:53+00:00,"@FoxNews @marcorubio. They’re being sent to NATO to reinforce the countries closest to the issue. This way if Putin,  breaks out further than Ukraine; we can then address that issue quickly. I agree, however, I don’t want to see boots within Ukraine.",en,mike_mcclatchy,Neutral,0.7849649786949158
2050,41,2022-02-03 18:10:29+00:00,@FoxNews The Republican Party has now become a Russia asset!!\nThey have more royalty to Russia then to America and to the American People!!,en,adkins381,Negative,0.875996470451355
2051,42,2022-02-03 18:08:34+00:00,@FoxNews Another republican in favor of Russia over the US. I'm shocked 😒,en,FormerEverthing,Negative,0.8746575713157654
2052,43,2022-02-03 17:24:41+00:00,@FoxNews I disagree. We need a man exactly like President Trump. He is the only President to stand against China and Russia. He had our country on the road to recovery. Biden &amp; Pelosi &amp; Harris have made us weak.,en,rou071,Neutral,0.4522932171821594
2053,44,2022-02-03 17:17:43+00:00,@FoxNews this is what #Fascism looks like. Let’s see if this triggers @TuckerCarlson  like those M&amp;Ms did. #CancelCulture #Putin #Russia #Ukraine @dwnews #censorship https://t.co/TPMPTTcthu,en,Stivnik,Negative,0.8826351165771484
2054,45,2022-02-03 16:21:14+00:00,"@FoxNews The Democrats whole playbook is about misdirection and division\nMeanwhile they are waving in Millions of foreign nationals as well as possible terrorists, the economy is tanking, forcing mandates while Russia and China are taking over the planet and space",en,AskPhoebe3,Negative,0.9111640453338623
2055,46,2022-02-03 16:12:56+00:00,@FoxNews Mr president.. send us troops to secure the release of us citizens in Afghanistan….. okkkkkk??? Ukraine is doing fine … Russia is bluffing !!!,en,JamesLKing6,Neutral,0.6368868350982666
2056,47,2022-02-03 15:56:02+00:00,"@FoxNews What are Biden's accomplishments last year? Runaway inflation, high crime, COVID infections at an all time high, COVID deaths at an all time high, illegals flooding the country, Putin about to take Ukraine, first US president to held in contempt of British Parliament.",en,ErnestHenrie,Negative,0.7026042342185974
2057,48,2022-02-03 15:55:06+00:00,@FoxNews Whose economy has recovered? Russia's? China's? Certainly not the US economy!! Businesses in the US continue to advertise job openings and shut down due to staffing and or inventory shortages. US inflation rate is through the roof! No economic recovery here!,en,Harry_TheGolfer,Negative,0.8844000697135925
2058,49,2022-02-03 15:29:26+00:00,@FoxNews Faux news at its best. Maybe you heard that your host support Russia over the US. You are who you are. Pathetic,en,tonyzip7,Negative,0.9086103439331055
2059,50,2022-02-03 15:12:48+00:00,"@FoxNews Totally agree with Joe Rogan. \nSome Americans and celebrities are in favor of censorship. Because they were educated with socialist and communist ideas from Russia, China and Cuba.",en,arteworldideas,Negative,0.5353766083717346
2060,51,2022-02-03 14:40:23+00:00,"@FoxNews Perino is the most gullible person on the network. Actually thinks Biden is sentient . If this Syria thing isn’t a distraction from the horrible jobs, Russia ordeal, $20 bacon then I am a monkeys uncle. Perino should be the next to be put in cavutos box",en,NE_VET_GoArmy,Negative,0.9106107354164124
2061,52,2022-02-03 13:49:03+00:00,"@FoxNews Ok, Bidon &amp; the Demo's are helping the take down of our police, opening our boarders, &amp; shipping illegals to Central USA.  We are on the virge of war with Russia &amp; China.  Why does this look like Demo's are destroying the US &amp; Democracy. Who is running this agenda?",en,CurtisAMay4552,Negative,0.8602559566497803
2062,53,2022-02-03 13:48:00+00:00,@FoxNews Did Russia give you the ok to post this?,en,LoverNotHater7,Negative,0.6441513895988464
2063,54,2022-02-03 13:04:30+00:00,@FoxNews Not to worry. because you can not even get along with yourselves Russia China Iran and North Korea are coming for you. I would be very surprised if the Olympic athletes get to go home.,en,Dougthejuggler,Negative,0.8650345206260681
2064,55,2022-02-03 13:04:21+00:00,@FoxNews Donald Trump's actions are part of Russia's manipulation of information in an attempt to destroy American politics.,en,RyYoshimoto,Negative,0.8445336222648621
2065,56,2022-02-03 12:53:04+00:00,@FoxNews If Baiden wants a war - he'll have the war. They only problem is that the war against Russia will be last American war.,en,GrayFox14428162,Negative,0.7280870079994202
2066,57,2022-02-03 12:35:02+00:00,@FoxNews democrats total aggression sedition and insurection and failed manesfesto and voter fraud  since trump won to continue a proxy war against Russia without constitutional consent for foreign policy wich the constitution outlaws the house from foreign policy decision.,en,GordonJenoe,Negative,0.8581083416938782
2067,58,2022-02-03 12:10:54+00:00,@FoxNews why isn't anyone talking about the fact that the Biden admin. Blew this shit way outta proportion with Ukraine? And why?,en,Becky25576262,Negative,0.9053375720977783
2068,59,2022-02-03 11:52:49+00:00,@FoxNews Meanwhile republicans supporting Putin. I think it wasn't only trump colluding with Russia but other republicans had their hands in the pot also.,en,Rayalah07,Negative,0.7513023614883423
2069,60,2022-02-03 10:21:01+00:00,"@FoxNews Meanwhile Russian state news literally quotes Fox ""News"" to support its propagandist talking points against Ukraine  .... gee I wonder why 🤔 https://t.co/pkFKZxTUKq",en,EdgarAP66396125,Negative,0.7632333040237427
2070,61,2022-02-03 10:07:42+00:00,@FoxNews Send her to Russia,en,rychcik_robert,Negative,0.7383555769920349
2071,62,2022-02-03 09:55:59+00:00,"@FoxNews Its not 'successful' when you have to leave behind your top military hardware(not the old gen left behind in the Afghanistan disaster) to ""blow up"".\nIts not vaporized.\nAll that stealth tech and top secret designs and electronics are already on the black market to China &amp; Russia.",en,JoeBada,Negative,0.749741792678833
2072,63,2022-02-03 07:13:17+00:00,@FoxNews Ukraine issue is like a chess game. Russia moved next to border. Now Biden wants to place our troops in Ukraine to block an invasion.  Checkmate.,en,stargatemaster1,Negative,0.6225199699401855
2073,64,2022-02-03 04:37:52+00:00,@FoxNews @ggreenwald Greenwald loves Russia,en,TinyRobot6,Neutral,0.5533825755119324
2074,65,2022-02-03 04:12:22+00:00,@FoxNews More lies. They are not being sent to “secure the border.” And funny thing is if Russia invaded and Biden hadn’t sent help to NATO  allies then this jackwagon would be crying about that too.,en,JosephRevis,Negative,0.8677967190742493
2075,66,2022-02-03 03:26:44+00:00,"@FoxNews They don't allow anyone to listen to the other side. You have to accept the Dems' precepts about why it is important to secure Ukraine's borders, but not the American ones",en,Juancavacch,Negative,0.6419127583503723
2076,67,2022-02-03 02:52:14+00:00,@FoxNews bring in conscription and send them to the Ukraine,en,Dougthejuggler,Negative,0.5224384069442749
2077,68,2022-02-03 02:34:34+00:00,@FoxNews Military was sent to Ukraine 🇺🇦 😳,en,TusiimeRush7,Neutral,0.5498096942901611
2078,69,2022-02-03 02:24:26+00:00,@FoxNews Sympathize with Russia much?,en,GlennaVasoli,Negative,0.5955852270126343
2079,70,2022-02-03 02:05:36+00:00,@FoxNews @TuckerCarlson @joerogan Tucker doesn’t want to talk about his love for Russia anymore ? https://t.co/UX7tqf0ide,en,vaccinesSaveUsa,Negative,0.6113912463188171
2080,71,2022-02-03 01:13:12+00:00,"@FoxNews Is it bc they cover more important stories like Ukraine, who is testifying to Jan 6 com, the attempt from 45 to overturn election (aka coup attempt), Flores lawsuit, Groundhog Day.",en,CreekMarley,Neutral,0.5293006896972656
2081,72,2022-02-03 01:07:24+00:00,"@FoxNews Meanwhile, in Ukraine.......",en,eaglehound84,Neutral,0.6375135779380798
2082,73,2022-02-03 01:00:29+00:00,"@FoxNews @POTUS @FLOTUS Biden just said he put together a ""KITCHEN""  Cabinet! How can his wife/Congres allow him to be in the position he's in while having MAJOR cognitive/dementia issues? We're about to go to war, hello China, Russia, N. Korea, &amp; we're in the worst times EVER!",en,DubbsDonna,Negative,0.9310844540596008
2083,74,2022-02-03 00:24:46+00:00,"@FoxNews Not to defend the knit Whitt who is so openly covering for an inept POTUS but, she happens to have something resembling a point here. Yah the situation is all kinds a bad. We should be concerned with our own borders. Still RUSSIA👹",en,ClaycombMatt,Negative,0.848606526851654
2084,75,2022-02-03 00:21:39+00:00,"@FoxNews @ABCNews @CBSNews @NBCNews @TuckerCarlson  @IngrahamAngle\n@ggreenwald\nAll this NATO reassurance with American troops that the US stands ready to defend them is simply confirming Russia has permission to minor or majorly invade Ukraine, who we aren't committed to protect",en,HeresyT,Neutral,0.6428581476211548
2085,76,2022-02-03 00:05:23+00:00,@FoxNews They keep chanting about defending democracy but it's the Ukraine's democracy they aim to defend.,en,DavidWo15416040,Negative,0.8047313094139099
2086,77,2022-02-03 00:02:39+00:00,@FoxNews US was willing to go to nuclear war over Russia putting missiles in Cuba. I don't think Russia will allow Ukraine ever join NATO. Most people don't remember the Cuban missile crisis.i remember because we had to hide under our desks in elementary school during exercises.,en,RecordsBob,Negative,0.7239584922790527
2087,0,2022-02-04 22:48:58+00:00,@FoxNews Russia/China want America to fail &amp; you're handing America to authoritarians on a silver platter. @seanhannity @IngrahamAngle @TuckerCarlson @rupertmurdoch,en,DoloresPastor3,Negative,0.9071111083030701
2088,1,2022-02-04 21:09:03+00:00,"@FoxNews The 1/6 committee must be triggering you, you’ve brought up Hunter. What’s next? Caravans? Russia love?",en,jerseybigjim,Negative,0.8118939995765686
2089,2,2022-02-04 20:46:23+00:00,@FoxNews Yeah! Give us Russia’s instead!,en,AtheistsPope,Negative,0.6580297946929932
2090,3,2022-02-04 20:43:10+00:00,@FoxNews The Russians and Ukraine athletes are at the Olympic's going for gold and we're are the Americans?  Knowing this is out of their league😂😂😂😂😂,en,fingerlicking4,Negative,0.5633989572525024
2091,4,2022-02-04 20:36:15+00:00,@FoxNews Apparently China's talking points conflict with Russia's...,en,OlphertJustin,Neutral,0.5590962767601013
2092,5,2022-02-04 20:35:07+00:00,@FoxNews Stop giving us Russia’s!,en,DavidHawley2,Negative,0.8560522198677063
2093,6,2022-02-04 20:20:16+00:00,"@FoxNews, @foxandfriends, @pdoocy\nHow is that Jobs report doing for ya???? Why don't you all just go live in Russia? https://t.co/BAhFvdHsN0",en,madortchjr,Negative,0.8035807609558105
2094,7,2022-02-04 20:04:02+00:00,"@FoxNews This week Biden took out the leader of a resurgent ISIS, seems to be having an impact on Russia’s Ukraine schemes and is delivering a kick-ass economy. Seems pretty good to me. https://t.co/6wR5isRytt",en,Todays_Pretty,Positive,0.8381334543228149
2095,8,2022-02-04 19:56:45+00:00,@FoxNews I remember when you were just fine with #Russia hacking Americans and trying to turn our elections. Suck it @newscorp https://t.co/JDafASTBqF,en,ex_cult,Negative,0.8820288777351379
2096,9,2022-02-04 19:52:56+00:00,@FoxNews The world should except Russia,en,Ftnirish44,Neutral,0.5150374174118042
2097,10,2022-02-04 19:16:23+00:00,"@FoxNews No stories on job reports today or economic upswing? Of course not, all the anti-american pro Russia come here for alternate reality.",en,Culotta1,Negative,0.6678773760795593
2098,11,2022-02-04 19:04:58+00:00,"@FoxNews Old story, what about Russia?, are they going to invade?, any texts from Putin?, yo!",en,Jony33444254,Negative,0.6748654842376709
2099,12,2022-02-04 18:48:10+00:00,@FoxNews Funny how Fox is trying hard to divert attention from Russia.,en,Jony33444254,Negative,0.5105418562889099
2100,13,2022-02-04 18:45:02+00:00,"@FoxNews I Mena why is he even doing any, either go to war or don't but don't waist my tax dollars. Russia is not invading anything.  And Poland is not scared. This is all American propaganda.  Sad actually how hypocritical US is",en,vedranASU,Negative,0.9013169407844543
2101,14,2022-02-04 18:38:53+00:00,@FoxNews No shit but they’re going to NATO allies on border to support them and in the area in case things go absolutely mental. @FoxNews sympathising with communist Russia. Regan would be turning in his grave. Despicable,en,globalc47903422,Negative,0.89491868019104
2102,15,2022-02-04 18:36:09+00:00,"@FoxNews RIGHT!  It is our gov’t leader job to call out CHINA!!  Problem is WEAK JOE BIDEN is compromised to Russia and CHINA WON’T CALL OUT CHINA FOR ACCIDENTLY LETTING COVID LEAK OUT OF THE WUHAN LAB, then strategically spreading it to the free world!  NOBODY FLIES OUT OF CHINA FREELY!",en,jaclip45,Negative,0.8526952862739563
2103,16,2022-02-04 18:30:35+00:00,@FoxNews russia's military is 1/10th the size of the US- big huge threat huh?,en,bfe_love,Negative,0.6013909578323364
2104,17,2022-02-04 18:26:25+00:00,@FoxNews Should Tucker be supporting Russia and Putin?,en,pmharland10661,Neutral,0.49636510014533997
2105,18,2022-02-04 18:26:04+00:00,"@FoxNews We boycotted Moscow in 1980 over Russia's invasion of Afghanistan. It made no difference, except to the athletes that didn't get to compete. Go to China, kick their a**. Come home, brag about it",en,JohnBrown1858,Negative,0.8787445425987244
2106,19,2022-02-04 18:04:55+00:00,@FoxNews @foxnewsalert @SteveDoocy @kilmeade @seanhannity @TuckerCarlson @IngrahamAngle \nSHOW US YOU ARE IN THE TANK FOR RUSSIA &amp; NOT US! https://t.co/poFSvNCN9Z,en,841920Meema6,Negative,0.7739145159721375
2107,20,2022-02-04 17:52:39+00:00,@FoxNews It’s rather comical how Russia uses republicans and its outlets to spread mis truths to the American public.,en,wuknwuk06,Negative,0.8252366185188293
2108,21,2022-02-04 17:51:02+00:00,"@FoxNews ""Hunter Biden liked to drink alcohol and watch porn on his private computer. So I reported him to the FBI""\n\nis a strange position for maga to take after all the whining from maga over the Russia investigation.",en,Glenya_Greenyev,Negative,0.7338821291923523
2109,22,2022-02-04 17:34:04+00:00,"@FoxNews Assuming this is really his and the stuff on it exists, for which there is NO proof: 1) It’s not illegal to have homemade porn. Unless it’s pedo porn-which it isn’t, 2) If he used his name to make money in Ukraine, that’s still not illegal - see Ivanka’s Chinese TMs, 3) Don Jr.",en,Jennife33536528,Negative,0.6101254224777222
2110,23,2022-02-04 17:18:27+00:00,"@FoxNews While US and Europe concentrates on Ukraine China will gobble up Taiwan when the world is wayching elsewhere. Now that Russia &amp; China are supporting each other from the looks of it. China already claims that SCS are it's territorial waters and not international waters, think",en,amp1066_ani,Neutral,0.6401364803314209
2111,24,2022-02-04 17:06:56+00:00,@FoxNews Big fans of Russia are you? Absolutely so embarrassing coming from Faux news. https://t.co/jYUMhQXJcN,en,dee_spada,Negative,0.919114887714386
2112,25,2022-02-04 16:59:13+00:00,"@FoxNews First Russia, now you're rooting for these guys, too?\nAnything to stick it to the Dems, right?",en,Benno_Tallent,Negative,0.8177686929702759
2113,26,2022-02-04 16:52:24+00:00,"@FoxNews It’s not to deter, other things are doing that. It’s to show force if the breakout reaches further than Ukraine, something that’s not out of the question. Especially if Putin, is sick with something and no longer cares about global norms.",en,mike_mcclatchy,Negative,0.6187744736671448
2114,27,2022-02-04 16:44:20+00:00,"@FoxNews @FoxNewsSunday @foxnewsalert - Fox -Russia’s favorite news station, once again gets big pie on face and they excitedly predict record job losses BUT instead REALITY of Biden’s expertise in handling pandemic and economy prevails with a great jobs report GO TEAM AMERICA https://t.co/GqSOw5JDRu",en,AmazinglyCali,Neutral,0.38821759819984436
2115,28,2022-02-04 16:14:13+00:00,@FoxNews ain't no different than Ukraine trying to stop Russia from intruding in their country what about the immigrants intruding in our country that's the same thing,en,Jeffreyscottmu2,Negative,0.6139830946922302
2116,29,2022-02-04 16:12:22+00:00,@FoxNews They need a distraction from failing Joe biden and democrat control. Like how they are doing with Ukraine as well,en,Corsair9605,Negative,0.801133930683136
2117,30,2022-02-04 15:49:19+00:00,"@FoxNews If Biden can send our troops to protect the borders of Ukraine, why can’t he send US troops to our border with Mexico to protect the USA from the invasion from illegals into the USA. This is his duty to protect US Citizens.",en,jets432,Neutral,0.8319309949874878
2118,31,2022-02-04 15:45:06+00:00,@foxnews news you wont hear on Fox and Friends! Cause they hate anyone who isn’t a republican. losers over at FoxNews also claim COVID vaccines are poison while taking them themselves. Tucker is in love with Russia! Wish he would move there and take Laura Ingraham with him.🤬 https://t.co/oIWlRg2727,en,steven94117,Negative,0.926231861114502
2119,32,2022-02-04 15:37:09+00:00,"@FoxNews If Your in Poland,You're not In The Ukraine,And You Don't get Credit for A Neighborhood Play,  Reference Baseball for that one",en,johnniemela1,Negative,0.546363890171051
2120,33,2022-02-04 15:21:38+00:00,@FoxNews Why don't we let Russia have Ukraine and they will leave us alone,en,NationalJayDay,Negative,0.5500898361206055
2121,34,2022-02-04 15:02:26+00:00,@FoxNews Do you all listen to what is going on around you?  US troops are going to the boarders of NATO countries not in Ukraine.,en,bryanbourque74,Negative,0.644434928894043
2122,35,2022-02-04 14:58:41+00:00,@FoxNews yea they aren't doing anything but making Russia laugh,en,skaggs_leonard,Negative,0.6885654330253601
2123,36,2022-02-04 14:50:43+00:00,@FoxNews Revelations talks about this  and even mentions Russia. We are in the end of times . The prophecies are playing out,en,RoxxyRoller_,Negative,0.5351547598838806
2124,37,2022-02-04 14:40:52+00:00,"@FoxNews we know you want the invasion, dude, since Ukraine's a democracy and you want some of that sweet Putin cuddle time",en,LilBrownCharley,Negative,0.7158077955245972
2125,38,2022-02-04 14:39:08+00:00,@FoxNews I believe the Russia / Ukraine theater is exactly that.  A giant Biden / Putin rouse to deflect.\n\nPoor Ukrainians just caught in the middle. @BillHemmer,en,Foxmire,Negative,0.8081779479980469
2126,39,2022-02-04 14:34:19+00:00,"@FoxNews If China is helping Russia, then we should stop buying from China for a bit so their funds don't last long. Hey America, time to get off your ass and work! I contribute #workhardplayhard https://t.co/djcHeuS11Z",en,younotkewl,Negative,0.6919882893562317
2127,40,2022-02-04 14:22:46+00:00,@FoxNews DONT BELIEVE that Russia is going to make a FAKE video about Ukraine attacking?’ Don’t be so stupid! sTOP pushing the Democrats talking points .There is NO pRoof. There will not be any attack. War causes the price of oil to go up. Look at who’s buying oil shares,en,AWOL57452662,Negative,0.8268091678619385
2128,41,2022-02-04 14:18:57+00:00,"@FoxNews MAGA = COMMUNISTS\n\n""They said it was Russia.  I don't know why it would be."" - Chairman Donald",en,JestPen,Negative,0.773241400718689
2129,42,2022-02-04 14:16:23+00:00,@FoxNews If you strive to see the US become like Russia and China...\n\nYOU.\nARE.\nA.\nCOMMUNIST.,en,JestPen,Negative,0.8715294599533081
2130,43,2022-02-04 13:25:03+00:00,"@FoxNews @GOPLeader ""At the moment, only one person knows why Russia is threatening Ukraine, and that’s Russian President Vladimir Putin,"" said Andrew Gross, AAA spokesperson. ""And the tensions along the Ukrainian border have helped push crude oil prices higher almost daily.""",en,NunyabizzFashy,Negative,0.5364779233932495
2131,44,2022-02-04 12:44:06+00:00,"@FoxNews Why not give the Russians Hunter, he’s expendable and besides , he’s a former stockholder in a Ukraine business!",en,Richard20202899,Negative,0.7444108724594116
2132,45,2022-02-04 12:29:03+00:00,"@FoxNews After thirty years of posturing by Russia, re: Ukraine, 'wait and see' isn't so dumb.\n\nThe comparisons to Hitler and the Sudetenland aren't apropos. \n\nRepublicans aren't smart enough to keep us out of a world war that could destroy the planet.\n\nLet's hope Putin is.",en,GROWUPREPUBLIC1,Negative,0.8149844408035278
2133,46,2022-02-04 12:27:43+00:00,@FoxNews Conservatives being pro Russia to spite Biden will never not be funny,en,ftank58,Negative,0.6791905164718628
2134,47,2022-02-04 10:51:10+00:00,@foxnews What has your county contributed under treaty for Northern Defense?\n\nFucking less than you are giving to the Ukraine right now.\n\nAnd your 20yrs less on keeping up the election contributions.,en,TreetravelerOut,Negative,0.9342837929725647
2135,48,2022-02-04 10:50:22+00:00,@FoxNews I love that this is what fox “news” is reporting on instead of the fact that we might be going to war with Russia. Propaganda machine.,en,amandarachell20,Negative,0.6896613240242004
2136,49,2022-02-04 08:29:15+00:00,@FoxNews So the US is planning an attack that they will blame Russia for? Got it ✔️,en,Michael85Avi,Negative,0.7206112742424011
2137,50,2022-02-04 07:14:23+00:00,@FoxNews We have a pact either Ukraine and will defend them and anyone siding with tyrant putin is a traitor. https://t.co/AJyETFjI3m,en,Cable1978,Negative,0.6685436964035034
2138,51,2022-02-04 06:55:14+00:00,@FoxNews @IngrahamAngle Where and when was China celebrated by the democrats? Fox News should give some examples. Saying that the GOP or Fox News always praises Russia’s policies is more accurate. Ask Tucker Carlson.,en,JJRusse21097461,Neutral,0.48991918563842773
2139,52,2022-02-04 06:44:22+00:00,@FoxNews State dept does not understand that Russia waits for no one. The territory is enormous and full of wealth. And USSR has let a strong military. Russia is not effraid about economic sanctions. NATO must just wait at the Dniepr.,en,OlingerJean1,Neutral,0.5952109694480896
2140,53,2022-02-04 06:35:01+00:00,@FoxNews @EnesFreedom Weird how all of a sudden Russia and China are now our enemies\n...didn't seem that way through Trumpilthinskin's Admin.,en,KnightKrawlr,Negative,0.7610055208206177
2141,54,2022-02-04 06:07:35+00:00,"@FoxNews @IngrahamAngle They never tell their audience that Trump praises Russia on multiple occasions (not saying that is bad or anything, just showing the bias the entertainment company has)",en,DrZeussCN,Negative,0.7033683657646179
2142,55,2022-02-04 05:46:28+00:00,@FoxNews @IngrahamAngle Exactly. They should be bigging up Russia like Tucker Carlson.,en,kingswing72,Negative,0.6080324053764343
2143,56,2022-02-04 04:56:21+00:00,@FoxNews Our Commander-in-Chief has already said the U.S. Forces are deployed in support of NATO not Ukraine. Faux Noise infotainers masquerading as journalists have to lie because facts never fit their false narratives,en,AGuluccimon,Neutral,0.6479041576385498
2144,57,2022-02-04 04:37:43+00:00,@FoxNews @TuckerCarlson Russia asset says what,en,exrabb,Negative,0.5269129276275635
2145,58,2022-02-04 03:30:05+00:00,"@FoxNews @RepLeeZeldin Odd how US screamed get out loud, fast &amp; first. Then US lawmakers took a trip to Ukraine. Why? Putin saying no attack. Ukraine saying calm down too hysterical. Israel saying slow down. Others too influenced to hysteria by US. What the heck?",en,lisareid11,Negative,0.6873106956481934
2146,59,2022-02-04 03:28:13+00:00,@FoxNews I see fox is still pro Russia,en,rainbow_rose530,Negative,0.643490195274353
2147,60,2022-02-04 03:27:01+00:00,@FoxNews hitting the stride into a nuke war with a country (#russia) that possesses hypersonic nukes and we don't!,en,Jason28042307,Negative,0.6414300203323364
2148,61,2022-02-04 03:16:03+00:00,"@FoxNews The GOP is all the way in with Trump, Russia and more crime than you can possibly imagine. Fox knows because they are in it too. The calls are coming from inside the house USA..",en,chillactivist,Negative,0.6703195571899414
2149,62,2022-02-04 02:17:51+00:00,"@FoxNews is a propaganda network for Trump/Russia. They are traitors!\n\n""QAnon Flags Fly Onscreen After Fox News Describes Anti-Vax Truckers as ‘Mainstream’"" https://t.co/vXwJuIuR2t via @thedailybeast",en,DhLadylaw,Negative,0.8959775567054749
2150,63,2022-02-04 01:46:18+00:00,@FoxNews is stressing and scrambling because their #1 show host (Schmucker Liarson) has become a part of Russian Propaganda TV\n\nTheir real base hates Russia and will soon start to hate Fox,en,rsalt159,Negative,0.9344123005867004
2151,64,2022-02-04 01:20:48+00:00,@FoxNews Comrades at work. Do the plantiffs vote in Canada ? Russia? Switzerland? As well as multiple times in USA. ?,en,floyd_alan,Neutral,0.9137238264083862
2152,65,2022-02-04 01:16:43+00:00,@FoxNews Man people are quick to jump to comparing US to Russia or China.  Your playing right into those countries hands. Divide and Conquer,en,ConSassy,Negative,0.8008137345314026
2153,66,2022-02-04 01:10:57+00:00,@FoxNews Looks like the folks in the Ukraine have a different opinion! https://t.co/LPyOKTtFed,en,jvick60,Neutral,0.5413925647735596
2154,67,2022-02-04 00:56:25+00:00,"@FoxNews And Ukraine side already said that it’s a lie, and again ask US stop to increase tension.😂😂😂",en,yulia555,Negative,0.7748413681983948
2155,68,2022-02-04 00:55:03+00:00,@FoxNews I’m sure Russia is very scared.😂😂😂,en,yulia555,Negative,0.6702046394348145
2156,69,2022-02-04 00:33:29+00:00,"@FoxNews Yovanovitch was sacrificed by the Democrats who used her to her last breath to cover up Joe/Hunter Biden‘s corrupt connections with Ukraine/Burisma. Trump’s impeachment was a smokescreen of lying, harpie witnesses to throw the camera onto Trump. Don’t you get it? It’s so obvious.",en,mtnstarfrom915,Negative,0.8097541928291321
2157,70,2022-02-04 00:29:16+00:00,"@FoxNews FoxNews upset it isn’t glowing bright red for Russia. Someone tell Tucker, but do it gently.",en,GooseUp15,Negative,0.7721890211105347
2158,0,2022-02-05 23:46:25+00:00,@FoxNews How is it disinformation to ask the question why we care about Ukraine's border and not ours?,en,mredd3,Negative,0.6029014587402344
2159,1,2022-02-05 23:34:29+00:00,"@FoxNews With their current incompetent leadership, they are correct..milley is talking to China and others are being focused on WOKE AND licking troops out .the world is watching this weak and lazy leadership.. spring will be the spring of taking down the US by China Russia Iran n Korea",en,blue93271289,Negative,0.8866032958030701
2160,2,2022-02-05 23:25:47+00:00,@FoxNews As racist as it sounds or is China Russia Columbia Venezuela North Korea should never host Olympics... never...why the Olympic committee chooses these countries speaks for itself. an bears no definition....,en,chingylosdingy,Negative,0.9260690212249756
2161,3,2022-02-05 23:02:28+00:00,@FoxNews I support defending #Ukraine against #Russia.  Period. #Putin is wrong.,en,AnAngryBoss,Negative,0.5110019445419312
2162,4,2022-02-05 23:01:27+00:00,@FoxNews I am really worried if these sources at the Pentagon are the brain trusts that are directing the Ukraine and Syria campaigns! How can they say something so dumb to protect Gramps! Nothing will change American citizens mind on the Afghan debacle!!,en,pcpuccio1,Negative,0.9337344765663147
2163,5,2022-02-05 22:30:58+00:00,@FoxNews @TuckerCarlson Russia’s propaganda network,en,onion_amber,Negative,0.6640737652778625
