,Date,text
3336,2022-03-18 21:00:27+00:00,The pandemic is not yet over. But New York’s experience of the last two years will be studied for decades to come. Here are some of the lessons learned so far: http
3337,2022-03-18 20:45:05+00:00,"A powerful psychiatric body in the U.S. has added a new disorder to its diagnostic manual: prolonged grief. Its inclusion steers clinicians toward specialized treatments, but stokes the debate about pathologizing basic aspects of the human experience. http http"
3338,2022-03-18 20:38:13+00:00,"The quarterback Deshaun Watson will be traded from the Houston Texans to the Cleveland Browns, a week after a grand jury declined to bring charges on several sexual misconduct allegations. http"
3339,2022-03-18 20:30:12+00:00,"“David clearly loved me too, and he wasn’t afraid to show it, but I couldn’t help worrying about our age difference,” Rosemary Howe Camozzi writes in a Modern Love essay. “He wanted to start a family, and I already had one.” http"
3340,2022-03-18 20:23:15+00:00,"The S&amp;P 500 had its best week since November 2020, as oil prices slid and the Federal Reserve provided clarity on interest rates.
http"
3341,2022-03-18 20:15:06+00:00,A combination of rapidly rising home prices and pandemic work-from-home flexibility has prompted some hopeful homeowners to skip the first step — owning a primary home — and go straight to buying a second home in a more affordable location. http
3342,2022-03-18 20:10:07+00:00,"A few years ago, Nicola Coughlan was working in an optician’s office in Ireland. Now, with “Bridgerton” and “Derry Girls,” she’s starring in two of the most beloved shows on Netflix. http"
3343,2022-03-18 20:00:10+00:00,"The U.S. put the world ""on notice"" Friday not to repair or refuel any of the 100 commercial and private aircraft that had breached export controls by flying into Russia. Violators would face stiff punishment, the Commerce Department said.
http"
3344,2022-03-18 19:50:08+00:00,"Thousands of ballot rejections from this month's primary in Texas could foreshadow future elections in other states that have tightened voting rules. In the state's largest county, Black voters disproportionately had their votes thrown out. http"
3345,2022-03-18 19:40:05+00:00,"A powerful psychiatric body in the U.S. has added a new disorder to its diagnostic manual: prolonged grief. Its inclusion steers clinicians toward specialized treatments, but stokes the debate about pathologizing basic aspects of the human experience. http"
3346,2022-03-18 19:37:45+00:00,"Breaking News: In a conversation that lasted about two hours, President Biden warned China’s president, Xi Jinping, of “consequences” for Beijing if it helps Russia in Ukraine, said a U.S. official, offering no specifics.
http"
3347,2022-03-18 19:30:17+00:00,"Amid hollowed out buildings, debris and scattered belongings once housed in a residential building hit by a Russian missile in Kyiv, residents on Friday tried to salvage what they could from an attack. Follow live updates: http http"
3348,2022-03-18 19:20:05+00:00,"Eugene N. Parker, the astrophysicist who predicted the existence of the solar wind, a continuous outpouring of charged particles traveling at a million miles per hour from the sun, has died at 94. http"
3349,2022-03-18 19:15:10+00:00,"Carrying rifles instead of rackets, three of Ukraine's most prominent tennis stars — Sergiy Stakhovsky, Andriy Medvedev and Alexandr Dolgopolov — have taken up arms to defend their country amid Russia’s invasion.
http"
3350,2022-03-18 19:10:05+00:00,"Despite signs of progress, the sporadic negotiations between Ukraine and Russia haven't indicated to Western officials that the talks have reached a serious stage or even confronted the most difficult issues.
http"
3351,2022-03-18 18:45:11+00:00,"Office occupancy in the U.S. has hit a pandemic high, 40%, reached just once before in early December. Many companies are loosening Covid safety rules, leaving anxious workers to navigate masking and social distancing on their own. http"
3352,2022-03-18 18:30:03+00:00,"A British ferry company, P&amp;O Ferries, laid off 800 people with immediate effect on Thursday, many of them over video. The abrupt terminations caused widespread service cancellations and drew immediate backlash from government officials and unions. http"
3353,2022-03-18 18:20:08+00:00,"""This is the Irpin road of life."" 

As fighting intensifies northwest of Kyiv volunteer medics are risking their lives to try to rescue the last remaining residents in Irpin. Our journalists joined them on the three-mile journey. http"
3354,2022-03-18 18:00:13+00:00,"If a New Yorker had told you on March 1, 2020, what the next two years held for the city, you would not have believed it.

From the 7 p.m. cheer to the rollout of vaccines and reopening, here’s a look back at what’s happened since then. http"
3355,2022-03-18 17:55:03+00:00,"President Vladimir Putin on Friday made his first public appearance since Russian troops invaded Ukraine, addressing a crowd of tens of thousands at Moscow’s largest stadium. There were reports that the government mobilized state-linked workers to attend. http"
3356,2022-03-18 17:45:07+00:00,"In Opinion

""Ever since Asians began arriving in the United States, they have been met with hostility and rejection, often sanctioned by state and federal legislation,"" writes Min Jin Lee. ""The sad part is that so little has changed.""
http"
3357,2022-03-18 17:30:11+00:00,It’s hard to predict whether the FDA will authorize a second booster (or fourth dose) for all adults. Scientists and physicians are sharply divided over vaccine strategies and who should get another booster. http
3358,2022-03-18 17:15:08+00:00,"Dozens of employees, customers and agents of color are accusing State Farm of racial discrimination. A former employee said she was fired after she raised concerns that the insurer was using fraud as a pretext to deny the claims of Black customers. http"
3359,2022-03-18 17:00:08+00:00,"Channing Tatum, Sandra Bullock and Daniel Radcliffe are starring in a new comedy, ""The Lost City."" In an interview, the trio had a lot to say about the movie (including Brad Pitt's cameo) and their past films like ""Magic Mike"" and ""Harry Potter."" http http"
3360,2022-03-18 16:45:04+00:00,"In Ukraine, the world is watching with horror what is, for Russia, an increasingly standard practice: Its forces conducted similar attacks in Syria, bombing hospitals and other civilian structures as part of an intervention to prop up Syria’s government. http"
3361,2022-03-18 16:30:15+00:00,"""Morgue” is seen written on the side of a post office of a Mariupol neighborhood in a video verified by The New York Times. “They store bodies here, which they will have to bury themselves,” a man said in the video. http"
3362,2022-03-18 16:15:15+00:00,"Gov. Ron DeSantis of Florida is expected to sign House Bill 1557, which limits what educators can say about gender and sexuality. Opponents call it the “Don’t Say Gay” bill.

Here is a line-by-line reading of the bill’s most consequential language.
http"
3363,2022-03-18 16:00:16+00:00,"The war in Ukraine is setting into motion the first global energy crisis of its kind, and nations around the world should respond by reducing their use of oil and gas, the leader of a key international organization warned on Friday. http"
3364,2022-03-18 15:45:19+00:00,"Hong Kong said that more than one million people in the city of 7.5 million had tested positive for the coronavirus, amid a huge surge in deaths. Almost 95% of the city’s deaths have come in the past 30 days, government data show. http"
3365,2022-03-18 15:30:10+00:00,The pandemic is not yet over. But New York’s experience of the last two years will be studied for decades to come. Here are some of the lessons learned so far: http http
3366,2022-03-18 15:20:04+00:00,"Alexander Chekmenev, a Ukrainian photographer, has been documenting his country since the 1990s.
For @user he took portraits of citizens still in Kyiv, revealing fortitude, desperation and resolve in a city under attack.
http"
3367,2022-03-18 15:15:03+00:00,"The format of “American Song Contest,” hosted by Kelly Clarkson and Snoop Dogg, will be familiar to millions of fans of the Eurovision Song Contest.

For those unaware of Eurovision’s intricacies, here’s a primer on the state-vs.-state showdown.
http"
3368,2022-03-18 15:12:04+00:00,"China’s top leader, Xi Jinping, told President Biden in a phone call on Friday that the “Ukraine crisis is something we don’t want to see,” according to an initial summary of the call released by Chinese state media. Follow the latest here. http"
3369,2022-03-18 15:05:04+00:00,"Russian forces are still struggling to capture more territory as they try to push across Ukraine, the latest intelligence assessments of the war indicate. Russia’s recent territorial gains have been mostly in the south and east. http"
3370,2022-03-18 15:00:28+00:00,"Once close friends, Pete Souza, the former White House photographer, and Rep. Ronny Jackson of Texas are now public enemies on social media. Their break is a vivid example of how feelings about Donald Trump have driven more people into partisan corners. http"
3371,2022-03-18 14:50:06+00:00,"Ukraine’s food supply chain is “falling apart” amid the Russian invasion, and the disruption of food supplies within the country could undermine global food security, the UN said on Friday. http"
3372,2022-03-18 14:45:08+00:00,"If a New Yorker had told you on March 1, 2020, what the next two years held for the city, you would not have believed it.

From the 7 p.m. cheer to the rollout of vaccines and reopening, here’s a look back at what’s happened since then. http http"
3373,2022-03-18 14:27:02+00:00,"Flu is underestimated, and could signal how people will come to think of Covid.

Public attitudes reveal “how we get used to living with the toll of a virus and don’t count it or see it or care or fear it too much,” one expert said. http"
3374,2022-03-18 14:16:04+00:00,"After years of pushing against EU unity and cozying up to Kremlin-friendly firebrands, the leader of Poland’s populist governing party has taken on an unlikely new role: a standard-bearer of European solidarity in defense of Ukraine and democratic values.
http"
3375,2022-03-18 14:03:05+00:00,"President Biden and China’s leader, Xi Jinping, began their video call to discuss Russia’s invasion of Ukraine, the White House said.

Follow our updates on Ukraine.
http"
3376,2022-03-18 14:00:16+00:00,"A new media start-up led by Justin Smith and Ben Smith plans to recruit English-speaking journalists from around the world to report the news in their regions.

“The era of the foreign correspondent is over,” Justin Smith said. http http"
3377,2022-03-18 13:59:55+00:00,"At least 130 people have been rescued from a theater in Mariupol, Ukraine, two days after it was hit by a Russian strike.

“More than 1,300 people” may still be trapped in the building, a Ukrainian official said.
http"
3378,2022-03-18 13:50:06+00:00,"A letter alleging an Islamist plot to infiltrate schools in Birmingham, England, shocked Britain nearly a decade ago. Who wrote it? And why are people in power reluctant to talk about it?

Read the takeaways from our four-year investigation of the scandal. http"
3379,2022-03-18 13:40:16+00:00,"NASA rolled its giant new moon rocket onto the launchpad for the first time. But it is not yet clear when the rocket, which will undergo tests for the next two weeks, might finally leave Earth.
http"
3380,2022-03-18 13:30:04+00:00,"People in the U.S. who identify as “very liberal” increasingly look like outliers on Covid, a new poll found.

@DLeonhardt looks at the survey’s results in The Morning newsletter. http"
3381,2022-03-18 13:20:10+00:00,"In Opinion

Hong Kong’s experience gives the lie to the simplistic idea that Omicron is mild, writes Siddharth Sridhar, a virologist, in a guest essay. “Its severity is highly contextual. And in Hong Kong’s context, Omicron brought about a perfect storm.”
http"
3382,2022-03-18 13:05:06+00:00,"China has tried to distance itself from the carnage of Russia’s war in Ukraine without criticizing President Vladimir Putin. But the country’s state-run media appears to be subtly shifting tone, focusing more on peace talks and the toll of Russian attacks.
http"
3383,2022-03-18 13:00:21+00:00,"In Opinion

“If Mr. Biden bows to public pressure and, for instance, attempts to create a no-fly zone in Ukraine, we could be stepping on the path to nuclear war,” writes Tom Collina, an expert on nuclear weapons and nonproliferation, in a guest essay.
http"
3384,2022-03-18 12:45:11+00:00,"The Democratic Republic of Congo is a major source of cobalt, a key part of electric-car batteries. China, looking to dominate clean energy, has established a strong presence in the country.

How did that happen? Listen to today’s episode of The Daily.
http"
3385,2022-03-18 12:31:06+00:00,"The bonds between “sister cities” in the U.S. and Russia, established during the Cold War, have taken on a new meaning amid Russia’s invasion of Ukraine. Some U.S. cities are cutting ties while others are trying to maintain the connections.
http"
3386,2022-03-18 12:05:01+00:00,"A “killing stone,” which, according to a Japanese myth, is haunted by an evil fox spirit and deadly to humans, has split in two.

Now, the stone is prompting theories about what the fracture, and a possible demon on the loose, foretells.
http"
3387,2022-03-18 12:00:19+00:00,"Congress approved $13.6 billion in emergency spending last week related to Ukraine’s fight against Russia’s invasion. It is one of the largest infusions of U.S. foreign aid in the last decade.

Here is a breakdown of where the money will go.
http"
3388,2022-03-18 11:44:04+00:00,"A Russian court extended the detention of the WNBA star Brittney Griner by two months on Thursday. Griner, 31, has been held in Russia since mid-February on drug charges that could carry a sentence of up to 10 years if she is convicted. http"
3389,2022-03-18 11:30:08+00:00,"North Carolina officials said they plan to investigate whether Mark Meadows, Donald Trump’s chief of staff, broke the law when he registered to vote, and voted, from a remote mobile home where he did not live. http"
3390,2022-03-18 11:15:07+00:00,"Pete Davidson will no longer travel to the edge of space on the next Blue Origin spaceflight. The “Saturday Night Live” comedian and actor is “no longer able to join” the mission, after it was rescheduled for later this month, the company said.
http"
3391,2022-03-18 11:10:05+00:00,"Moderna asked the FDA to authorize a second booster of its coronavirus vaccine for all adults. The request is significantly broader than Pfizer’s, which was for adults 65 and older. http"
3392,2022-03-18 11:00:08+00:00,"The cost of nickel, a key component in electric car batteries, has surged amid fears that Russian supplies could be cut off.

The high prices could slow the transition away from fossil fuels and is forcing firms to rethink how they access raw materials.
http"
3393,2022-03-18 10:55:31+00:00,"A large explosion from what appeared to be a missile strike or aerial bombardment in Kyiv blew a crater into the courtyard of a residential building. It shattered windows for blocks around and left at least one body lying on the pavement.
http http"
3394,2022-03-18 10:31:02+00:00,"Pope Francis has condemned the war in Ukraine, calling for an end to the “unacceptable armed aggression” and the “barbarism of the killing of children.”

But he has carefully avoided naming President Vladimir Putin, or even Russia itself, as the aggressor. http"
3395,2022-03-18 10:25:05+00:00,"In Opinion

The rise of Viktor Orban, the prime minister of Hungary, “marked the beginning of the authoritarian populist era,” writes Michelle Goldberg. “If he somehow falls, it might mark the beginning of the end of it.”
http"
3396,2022-03-18 10:15:06+00:00,"“Russia is heading toward harsher internet censorship akin to China’s Great Firewall to better control its people,” our columnist @user writes. “The Ukraine crisis has only accelerated a process that started years earlier.” http"
3397,2022-03-18 10:00:03+00:00,Here's a look at some of the highlights worth watching from late-night TV. http
3398,2022-03-18 09:29:01+00:00,"A 13-year-old boy was behind the wheel of a pickup truck that struck a van in Texas on Tuesday night in a collision that killed nine people, including a college golf coach and six of his players, officials said. http"
3399,2022-03-18 09:00:04+00:00,"A Polish animal shelter on the border of Ukraine is saving animals affected by the war.  ""It's in my heart,"" one veterinarian said. 

Follow live updates from Ukraine.  http http"
3400,2022-03-18 08:45:06+00:00,"Britain will revoke the broadcasting license of RT, which is funded by the Russian government, amid an investigation into the channel’s coverage of the war in Ukraine, the country’s media regulator said.

Follow our updates on Ukraine.
http"
3401,2022-03-18 08:27:03+00:00,"News Analysis: By labeling Vladimir Putin a ""war criminal,"" President Biden personalized the conflict and showcased an effort to isolate the Russian leader, David Sanger writes. http"
3402,2022-03-18 08:00:05+00:00,"Lviv, about 50 miles from the border with Poland, has been a harbor for Ukrainians fleeing violence since the Russian invasion began. But a missile strike close to the city center shattered that relative peace, the city’s mayor said.
http http"
3403,2022-03-18 07:27:05+00:00,"Even as they praise the bipartisan congressional response to Russia’s invasion of Ukraine, Republicans are increasingly eager to blame President Biden for the devastation. http"
3404,2022-03-18 06:28:05+00:00,"News Analysis: By labeling Vladimir Putin a ""war criminal,"" President Biden personalized the conflict and showcased an effort to isolate the Russian leader. http"
3405,2022-03-18 05:30:10+00:00,"Russia’s offensive in Ukraine has essentially stalled as its military sustains heavy losses, as well as supply and morale problems, British and U.S. defense officials said. But Russia is still attacking major cities, including Kyiv, Kharkiv and Mariupol. http"
3406,2022-03-18 05:00:08+00:00,"The U.S. would punish China if President Xi Jinping chose to give military aid to Russia for the war in Ukraine, Secretary of State Antony Blinken said on Thursday.

Biden plans to talk on Friday with Xi, who has a close partnership with Vladimir Putin. http"
3407,2022-03-18 04:00:11+00:00,"Taking heavy losses on the battlefield, Russian forces have increasingly been aiming bombs and missiles at Ukrainian towns and cities. Unable to capture urban centers, they are leveling them instead, and the toll on civilians is worsening. http"
3408,2022-03-18 03:45:06+00:00,"Gov. Kathy Hochul is privately pushing lawmakers to change the state’s contentious bail law, in response to the number of high-profile crimes and the sharp rise in gun violence in New York, according to a memo obtained by The New York Times. http"
3409,2022-03-18 03:30:05+00:00,"In Opinion

“Democracy tends to hide its strengths until it needs them, and dictatorships tend to advertise their strengths until they’re exposed as actual weaknesses,” Bret Stephens tells Lulu Garcia-Navarro about the Russian invasion of Ukraine. http"
3410,2022-03-18 03:20:06+00:00,"Último momento: el máximo tribunal de Perú ha ratificado el indulto a Alberto Fujimori, el expresidente condenado a prisión por crímenes de lesa humanidad en 2009. http"
3411,2022-03-18 03:10:05+00:00,"Russia’s language around its invasion of Ukraine has been dominated by the word “Nazi,” as Vladimir Putin tries to use stereotypes, distorted reality and his country’s lingering World War II trauma to justify the attack. http"
3412,2022-03-18 03:01:20+00:00,"A Russian court extended the detention of the WNBA star Brittney Griner by two months on Thursday. Griner, 31, has been held in Russia since mid-February on drug charges that could carry a sentence of up to 10 years if she is convicted. http"
3413,2022-03-18 02:45:02+00:00,"The largest federally owned utility plans to invest $3.5 billion in gas-powered electricity, undermining President Biden’s climate goals. http"
3414,2022-03-18 02:37:02+00:00,"North Carolina officials said they plan to investigate whether Mark Meadows, Donald Trump’s chief of staff, broke the law when he registered to vote, and voted, from a remote mobile home where he did not live. http"
3415,2022-03-18 02:11:09+00:00,"Breaking News: No. 2-seeded Kentucky lost in overtime to St. Peter's, a No. 15 seed, marking the most surprising upset in the NCAA Men's tournament so far. http"
3416,2022-03-18 02:00:04+00:00,"A chain-reaction crash on an interstate in southeastern Missouri on Thursday morning left six people dead and resulted in a pileup of nearly 50 vehicles, closing the highway in both directions for hours, the authorities said. http"
3417,2022-03-18 01:45:09+00:00,"The National Labor Relations Board sued Amazon in federal court on Thursday, asking a judge to force the company to rectify “flagrant unfair labor practices” before workers at one of its Staten Island warehouses begin voting in a union election next week. http"
3418,2022-03-18 01:30:11+00:00,"Drivers for ride-hailing and delivery companies, like Lyft and DoorDash, have been hit hard by rising gas prices, as they drive hundreds of miles a week. And because they're contract workers, the companies do not reimburse them for the cost of fueling up. http"
3419,2022-03-18 01:15:07+00:00,"A California professor is suing an unnamed group of his students after discovering that his midterm and final exams had been uploaded to a popular website. He hopes to force the website to identify those who uploaded the exams, his lawyer said. http"
3420,2022-03-18 01:00:08+00:00,Citigroup says it has begun covering travel expenses for employees who seek abortions after a Texas law imposed the most restrictive limits in the nation and prompted similar proposals in other states. http
3421,2022-03-18 00:50:10+00:00,"Breaking News: Moderna asked the FDA to authorize a second booster of its coronavirus vaccine for all adults. The request is significantly broader than Pfizer’s, which was for adults 65 and older. http"
3422,2022-03-18 00:45:08+00:00,"LGBTQ activists in Ukraine are mobilizing their network to offer support to people in need as Russia's attacks on the country force them to confront a threat not only to national sovereignty, but to their own community. http http"
3423,2022-03-18 00:30:12+00:00,"“I can’t breathe,” Edward Bronstein yelled as officers pinned him down after a traffic stop in California, a newly released video shows. He died shortly after.

The incident occurred two months before George Floyd was killed by the police in Minneapolis. http"
3424,2022-03-18 00:20:05+00:00,"""This came from Arnold’s heart, not the government.""

In a video posted to social media on Thursday, Arnold Schwarzenegger addressed Russians and Russian soldiers, saying, ""your lives, your limbs, your futures are being sacrificed for a senseless war."" 
http http"
3425,2022-03-18 00:00:07+00:00,Jussie Smollett was released from jail on bond after serving six days of a 150-day sentence while a court considers his appeal. Whether he is forced to complete his sentence is a question that is not likely to be answered for months — and possibly years. http
3426,2022-03-17 23:40:05+00:00,"Domenico DeMarco of Di Fara Pizza in Brooklyn has died at 85. “To the untrained eye,” Pete Wells writes, it could appear “that he simply bowed over a circle of raw dough and waited while it assembled itself into a pizza.” http"
3427,2022-03-17 23:20:10+00:00,Researchers are keeping an eye on a highly transmissible subvariant of Omicron known as BA.2. Here’s what we know so far about it. http
3428,2022-03-17 23:00:13+00:00,"Lia Thomas won an NCAA championship in the 500-yard freestyle on Thursday. With her victory, Thomas, who competes for the University of Pennsylvania, became the first openly transgender woman to win an NCAA swimming title. http"
3429,2022-03-17 22:40:10+00:00,"Breaking News: A 13-year-old boy was behind the wheel of a pickup truck that struck a van in Texas on Tuesday night in a collision that killed nine people, including a college golf coach and six of his players, officials said. http"
3430,2022-03-17 22:30:06+00:00,"A gunman fatally shot two people and wounded two others aboard a public bus in Fort Lauderdale, Florida, on Thursday afternoon, the authorities said. http"
3431,2022-03-17 22:20:07+00:00,"A 15-year-old Louisiana high school student who was captured on video appearing to throw cotton balls at a Black student and whip him several times with a belt was arrested on Tuesday on a hate crime charge, the authorities said. http"
3432,2022-03-17 22:00:15+00:00,"A math professor at Columbia is accusing the university of fiddling with the numbers that go into its No. 2 ranking in the U.S. News &amp; World Report, renewing a debate over whether the rankings are valuable or accurate. Columbia says it stands by its data. http"
3433,2022-03-17 21:45:07+00:00,"After two years of political divisions and a pandemic, many Americans say they're coming together for a common cause: supporting Ukraine. http"
3434,2022-03-17 21:15:10+00:00,"The House voted 424-8 on Thursday to strip Russia of its preferential trade status with the U.S., moving to further penalize the country’s economy in response to the invasion of Ukraine. http"
3435,2022-03-17 21:10:04+00:00,"A bipartisan majority of Ohio Supreme Court justices has rejected, for the third time in barely two months, new maps of state legislative districts that heavily favor the Republican Party — ratcheting up an extraordinary legal standoff. http"
3436,2022-03-17 21:00:16+00:00,"""We cherish the classic cars, but we welcome the future car."" The rise of electric vehicles is giving designers an opportunity to rethink their approach to cars. http"
3437,2022-03-17 20:45:05+00:00,"Europa ha pasado dos años en alerta máxima por la pandemia, pero ahora la manifestación de sus miedos y su deseo de defenderse pasó de cubrebocas, vacunas y cuarentenas a búnkeres, pastillas de yodo y alarmas que avisan de ataques aéreos. http"
3438,2022-03-17 20:30:07+00:00,"Ralph Terry, the Yankees pitcher who threw two of the most dramatic and decisive pitches in baseball history, each of them ending a World Series but with stunningly different outcomes, died on Wednesday. He was 86. http"
3439,2022-03-17 20:20:02+00:00,Thirty-five manufacturers around the world have signed agreements to produce generic versions of Pfizer’s Covid pills and sell them inexpensively in 95 lower-income countries that together are home to more than half the world’s people. http
3440,2022-03-17 20:10:05+00:00,"As the war in Ukraine causes an exodus of refugees, countries have embraced them warmly, bringing a welcome that historically denied populations fleeing global conflicts. The contrast was seen this week when Greece was accused of denying Syrian refugees. http"
3441,2022-03-17 20:00:10+00:00,"The breadth of her creative ambition has made Rosalía, the Spanish pop singer, one of the most watched, scrutinized and copied young artists in the world. ""I just want to hear something I haven’t heard before,"" she said. ""That’s the intention always."" http"
3442,2022-03-17 19:43:28+00:00,"Breaking News: Peru’s top court reinstated the pardon of Alberto Fujimori, the former president convicted in 2009 of human rights abuses. http"
3443,2022-03-17 19:30:12+00:00,"The largest federally owned utility in the U.S. plans to invest more than $3.5 billion in new gas-burning electric plants, despite President Biden’s commitment to move away from fossil fuels and eliminate greenhouse gases from the power sector. http"
3444,2022-03-17 19:20:06+00:00,"The official Twitter account for the president of Russia follows 22 others — and one of them is Arnold Schwarzenegger, who in a video posted on Thursday debunked Russian disinformation about the war on Ukraine and urged Putin to end the conflict.
http"
3445,2022-03-17 19:10:07+00:00,"Starting April 1, fully vaccinated travelers will no longer need to show proof of a recent negative coronavirus test to enter Canada. All air travelers may still be selected at random to take PCR tests upon arrival at airports. http"
3446,2022-03-17 19:00:14+00:00,"As mask mandates end, some teens, especially those who started high school in the pandemic, are anxious: ""Seeing half of someone’s face for two years straight and then completely opening up to them, like, ‘Oh, here’s my face’ — you know, it’s a lot."" http"
3447,2022-03-17 18:45:10+00:00,"A surgical team from Doctors Without Borders arrived in Kyiv this week to train city hospital employees in trauma and mass casualty care. Hospitals, fearing that the worst of Russia's assault has yet to come, are bracing for a potential influx of patients. http"
3448,2022-03-17 18:30:09+00:00,"As China battles its biggest coronavirus outbreak since the pandemic began, President Xi Jinping urged officials on Thursday to reduce the effect of the country’s aggressive containment efforts on people’s livelihoods. http"
3449,2022-03-17 18:15:07+00:00,"Russia prevented its first default on foreign debt since the 1917 Bolshevik Revolution by making a $117 million payment on interest due on two U.S. dollar-denominated bonds, its finance ministry said Thursday. http"
3450,2022-03-17 18:00:21+00:00,"Dust from the Sahara drifted north into Europe again Wednesday, coating parked cars in Spain with a rusty, reddish layer and creating an ominous orange glow in skies across the continent. A monitoring service predicted the eerie pall could reach Denmark. http http"
3451,2022-03-17 17:50:03+00:00,"A woman is seen walking her bicycle through debris in the separatist-controlled town of Volnovakha in the Donetsk region of Ukraine on Tuesday. Maj. Gen. Igor Konashenkov, the Russian defense ministry’s spokesman, claimed days ago it had been “liberated.” http http"
3452,2022-03-17 17:45:09+00:00,"Russian forces are taking heavy battlefield losses and aiming bombs and missiles at towns. Rescuers on Thursday began pulling survivors from a wrecked theater in Mariupol, an adviser to the city's mayor said. Here are the latest developments in Ukraine. http"
3453,2022-03-17 17:30:13+00:00,"A 68-year-old American man was killed in a Russian assault on Chernihiv, a city northwest of Kyiv, local authorities in the city said. He and his partner, who is Ukrainian, had traveled to the city so she could be treated for multiple sclerosis.
http"
3454,2022-03-17 17:30:09+00:00,Whether the U.S. economy can withstand rising interest rates during a period of geopolitical turmoil and a lingering pandemic is a question without an immediate answer. http
3455,2022-03-17 17:20:05+00:00,"Stacey Abrams is a national Democratic celebrity, but her strategy on the campaign trail for Georgia governor is hyperlocal. In a state trending younger and more racially diverse, she's betting that approach will lift her to victory.
http"
3456,2022-03-17 17:00:15+00:00,"Voter fraud is exceedingly rare — and often accidental. Still, Republicans across the U.S. are making a show of cracking down on voter crime this election year. http"
3457,2022-03-17 16:40:05+00:00,"Mortgage rates topped 4% this week for the first time in nearly three years — and are expected to keep climbing. Rates have been ticking up thanks to a 40-year high in inflation, which the Federal Reserve is attempting to rein in by raising interest rates. http"
3458,2022-03-17 16:20:05+00:00,"Annie Flanders, the founder of Details magazine, has died at 82. She captured the combustible mix of art, music and fashion that erupted out of the nightclubs, boutiques and art galleries of downtown Manhattan in the post-disco era. http"
3459,2022-03-17 16:00:26+00:00,"At resorts in Egypt, many of the guests are Russian. Some are Ukrainian. Most were supposed to go home days ago. But instead, they are stuck with each other. http"
3460,2022-03-17 15:33:03+00:00,"For some transgender people, working from home during the pandemic provided an opportunity to take the next steps in their transitions.

Now, after transitioning in private, many are preparing to return to the workplace.
http"
3461,2022-03-17 15:15:08+00:00,"Hunter Biden has paid off a significant tax liability, but a broad investigation into his business dealings that started as a tax inquiry has remained active. A grand jury is still seeking information about payments from around the world. http"
3462,2022-03-17 15:06:14+00:00,"Breaking News: A Russian court extended the detention of the WNBA star Brittney Griner to May 19. One of the world’s best basketball players, Griner is being held on charges that could carry a sentence of up to 10 years in prison. http"
3463,2022-03-17 15:01:02+00:00,"After Russia invaded Ukraine, the West imposed sanctions on Russia's oligarchs. @user discusses the hunt for their yachts and other assets with @user @user and a former U.S. official, @user Join us now. http"
3464,2022-03-17 15:00:26+00:00,"Most of the world has unequivocally condemned President Vladimir Putin’s invasion of Ukraine. But interviews with people in countries friendly to Russia reveal that while many are troubled by the war, some are sympathetic to the Kremlin’s narrative.
http"
3465,2022-03-17 14:28:02+00:00,"The Rikers Island jail complex remains awash in violence and disorder fed by chronic staff absenteeism, according to a report filed Wednesday in federal court, despite New York City’s claims to have made progress in solving the crisis.
http"
3466,2022-03-17 14:20:00+00:00,"An Italian court overturned the life sentences of two American men convicted last year of killing a police officer after they attempted to buy cocaine while vacationing in Rome, but it did not absolve them of the crime.
http"
3467,2022-03-17 14:15:04+00:00,"Disheveled and tearful residents were evacuated from Irpin, a Kyiv suburb that has been the site of fierce fighting.

“We had food, but they turned off the gas,” one 89-year-old evacuee said. “There was no water, no gas, no light.”
http"
3468,2022-03-17 14:07:34+00:00,"After Russia invaded Ukraine, the West imposed sanctions on Russia's oligarchs. @user discusses the hunt for their yachts and other assets with @user @user and a former U.S. official, @user DM questions to
@nytimesevents. http"
3469,2022-03-17 14:07:19+00:00,"Some survivors were pulled from the rubble of a theater hit by a Russian attack in the Ukrainian port city of Mariupol. The number of casualties is unknown.
http"
3470,2022-03-17 14:00:17+00:00,"In Opinion

""In a truly flexible workplace, people would control not just where they work but also when,"" Emily Laber-Warren writes in a guest essay. http"
3471,2022-03-17 13:35:05+00:00,"Evidence gathered by The New York Times sheds new light on a mystery of Syria’s 11-year war: What happened to the bodies of the thousands who died in government detention centers?
http"
3472,2022-03-17 13:30:13+00:00,Three aid workers from Doctors Without Borders set out to rescue the wounded in a war zone in northern Ethiopia last year but were gunned down by troops. Their fate shows the treacherous path for many aid workers in conflict zones. http http
3473,2022-03-17 13:11:06+00:00,"Cambodia convicted 19 members of the country’s main opposition party on charges of “incitement” and “conspiracy.” Critics called the trial a “witch hunt,” and the latest effort to eliminate political dissent in the country.
http"
3474,2022-03-17 13:00:23+00:00,"In Opinion

""To help change the course of Russian history for the better, the United States and Europe should offer Russia’s exiled opposition another future, as they once did for Soviet dissidents,"" the writer Sophie Pinkham says in a guest essay. http"
3475,2022-03-17 12:51:05+00:00,"The Bank of England raised interest rates to 0.75%, their prepandemic level, in an effort to combat rapidly accelerating inflation that has been worsened by the war in Ukraine.
http"
3476,2022-03-17 12:45:16+00:00,"The fighting in Ukraine grinds on as the war enters its fourth week.

How might the crisis unfold in the coming weeks or, potentially, months? Listen to today's episode of The Daily. http"
3477,2022-03-17 12:35:04+00:00,"Russia made a $117 million payment on interest due on two U.S. dollar-denominated bonds, the country’s finance ministry said. The payments are due this week to prevent Russia’s first default on foreign debt since the 1917 Bolshevik Revolution.
http"
